approaching, opponent, attackcount
3, 1, 3
5, 1, 2
6, 5, 3
5, 4, 3
5, 8, 4
8, 7, 5
6, 1, 5
5, 2, 2
0, 2, 8
1, 9, 5
2, 0, 7
2, 5, 3
6, 9, 6
8, 1, 3
6, 7, 3
4, 9, 5
6, 3, 12
1, 3, 5
0, 7, 5
7, 9, 7
2, 9, 4
1, 6, 8
7, 0, 2
9, 6, 10
8, 6, 2
9, 7, 9
9, 0, 4
0, 3, 5
0, 9, 4
4, 5, 8
1, 8, 5
5, 3, 1
3, 7, 3
9, 8, 5
2, 7, 3
0, 6, 10
9, 5, 4
5, 0, 3
6, 0, 4
4, 3, 8
0, 1, 11
4, 6, 4
1, 4, 4
4, 8, 10
8, 3, 6
0, 8, 3
5, 7, 3
7, 8, 6
6, 8, 5
3, 6, 3
8, 4, 2
7, 6, 6
8, 0, 1
4, 2, 3
8, 9, 3
9, 2, 6
3, 4, 3
9, 4, 9
3, 0, 4
7, 1, 7
4, 7, 4
9, 1, 9
0, 5, 6
1, 0, 8
3, 8, 0
4, 1, 7
6, 2, 4
7, 4, 7
7, 5, 9
1, 7, 9
8, 2, 1
2, 8, 7
2, 6, 6
8, 5, 4
0, 4, 6
3, 9, 1
1, 2, 4
9, 3, 6
2, 4, 6
3, 5, 4
2, 3, 10
6, 4, 3
2, 1, 4
5, 6, 2
5, 9, 5
4, 0, 3
7, 3, 5
3, 2, 4
7, 2, 7
1, 5, 2
