approaching, opponent, attackcount
5, 8, 3
6, 9, 5
2, 9, 7
3, 4, 2
4, 8, 8
6, 5, 2
7, 9, 6
8, 7, 3
9, 3, 5
0, 2, 6
4, 6, 7
4, 9, 9
1, 2, 8
1, 9, 11
9, 8, 5
0, 3, 3
2, 1, 8
0, 9, 9
6, 1, 6
3, 1, 6
0, 4, 9
6, 8, 1
4, 2, 5
0, 1, 11
8, 5, 4
8, 2, 4
5, 9, 2
0, 8, 5
4, 7, 5
2, 0, 9
9, 4, 1
9, 6, 3
1, 8, 2
5, 1, 6
0, 7, 5
3, 0, 5
8, 3, 7
7, 0, 5
5, 4, 3
9, 5, 2
5, 3, 2
1, 0, 8
3, 5, 6
7, 1, 2
2, 4, 3
6, 0, 3
7, 2, 4
2, 7, 13
7, 8, 2
1, 5, 6
5, 7, 4
7, 3, 0
7, 5, 2
2, 5, 5
8, 0, 7
3, 9, 11
9, 2, 4
0, 6, 10
9, 1, 5
1, 7, 3
7, 6, 3
6, 3, 2
4, 3, 15
5, 2, 7
4, 5, 3
3, 7, 4
6, 4, 0
1, 4, 6
8, 4, 1
3, 2, 4
9, 0, 2
1, 3, 8
4, 0, 7
5, 0, 6
3, 8, 1
2, 8, 0
2, 3, 4
0, 5, 2
2, 6, 3
9, 7, 2
6, 7, 4
8, 6, 3
6, 2, 2
7, 4, 6
5, 6, 8
8, 9, 5
8, 1, 5
1, 6, 12
4, 1, 7
3, 6, 5
