winner, loser, victorycount
9, 4, 7
5, 2, 0
9, 5, 15
0, 5, 6
1, 8, 1
4, 8, 3
8, 6, 5
0, 8, 2
1, 0, 1
5, 7, 0
5, 8, 0
5, 6, 1
6, 7, 0
7, 6, 2
5, 3, 1
4, 7, 0
9, 0, 8
4, 3, 2
6, 1, 18
5, 9, 1
2, 6, 1
8, 2, 2
6, 9, 4
6, 2, 3
3, 4, 9
7, 4, 11
2, 7, 2
8, 4, 4
0, 1, 16
9, 2, 6
5, 4, 1
3, 1, 22
5, 1, 9
8, 9, 3
1, 9, 0
5, 0, 3
7, 0, 10
6, 4, 7
8, 0, 4
9, 1, 12
4, 9, 1
1, 4, 1
7, 2, 2
0, 6, 4
2, 9, 2
2, 8, 2
1, 5, 4
9, 8, 3
0, 3, 1
4, 2, 5
3, 2, 4
8, 7, 3
8, 1, 14
1, 7, 0
4, 6, 1
4, 0, 5
9, 6, 1
3, 6, 2
2, 3, 4
0, 4, 1
6, 8, 1
7, 9, 2
0, 9, 3
6, 0, 7
7, 1, 23
2, 5, 13
2, 4, 6
3, 0, 6
7, 8, 4
9, 3, 7
1, 2, 1
3, 5, 13
7, 5, 15
8, 3, 3
6, 3, 4
0, 7, 1
4, 1, 14
0, 2, 1
6, 5, 10
2, 0, 3
1, 6, 1
9, 7, 2
2, 1, 22
3, 7, 3
8, 5, 6
4, 5, 13
7, 3, 1
3, 9, 0
3, 8, 3
1, 3, 0
