self, opp, fightsavoided
9, 6, 2
5, 8, 0
9, 3, 1
8, 4, 13
7, 1, 1
0, 5, 19
5, 1, 1
9, 2, 0
3, 7, 7
6, 3, 3
3, 2, 9
9, 8, 0
9, 7, 0
2, 8, 10
2, 1, 7
2, 6, 1
4, 8, 4
6, 4, 3
7, 4, 5
6, 1, 6
5, 0, 1
0, 9, 11
5, 7, 3
0, 7, 2
1, 6, 10
8, 9, 12
7, 8, 2
7, 9, 19
7, 6, 5
8, 0, 0
3, 1, 2
3, 5, 12
2, 3, 4
1, 7, 6
6, 0, 9
8, 5, 12
1, 9, 1
2, 9, 3
0, 1, 5
9, 5, 2
6, 2, 7
4, 7, 5
4, 1, 8
6, 8, 5
4, 9, 5
1, 5, 6
7, 2, 3
2, 0, 3
8, 3, 4
3, 9, 8
5, 6, 1
2, 7, 7
7, 3, 6
5, 9, 5
2, 4, 4
6, 5, 5
0, 3, 7
8, 6, 2
3, 6, 7
1, 2, 5
4, 5, 3
5, 2, 1
4, 0, 4
1, 4, 4
7, 0, 3
0, 2, 8
4, 6, 5
0, 6, 5
0, 4, 6
5, 3, 1
3, 8, 7
9, 4, 0
1, 0, 4
3, 0, 4
6, 9, 16
8, 2, 6
0, 8, 1
9, 0, 1
2, 5, 11
1, 8, 1
9, 1, 1
1, 3, 7
5, 4, 2
7, 5, 10
4, 2, 6
4, 3, 5
6, 7, 3
8, 7, 4
8, 1, 4
3, 4, 2
