self, opp, fightsavoided
4, 5, 13
8, 9, 5
8, 1, 1
8, 2, 1
0, 1, 6
8, 5, 4
1, 2, 3
5, 0, 2
8, 0, 13
3, 7, 2
2, 8, 3
0, 3, 10
2, 9, 13
1, 3, 4
6, 1, 8
1, 0, 3
9, 4, 2
8, 6, 5
0, 5, 2
9, 0, 5
5, 4, 1
8, 4, 5
3, 4, 6
0, 2, 5
3, 0, 3
2, 6, 5
7, 0, 11
0, 4, 2
6, 2, 8
0, 8, 5
0, 6, 6
1, 6, 14
3, 8, 7
1, 8, 2
9, 8, 13
3, 9, 2
4, 6, 8
3, 2, 8
7, 3, 3
4, 0, 4
5, 8, 8
5, 6, 2
2, 7, 3
4, 2, 1
5, 3, 7
2, 3, 5
2, 5, 3
3, 6, 3
1, 5, 2
7, 4, 7
9, 6, 6
4, 7, 2
6, 3, 4
3, 5, 3
5, 2, 0
6, 5, 4
4, 1, 4
4, 3, 7
4, 8, 4
9, 7, 0
9, 5, 1
1, 4, 4
2, 4, 6
1, 9, 4
7, 6, 2
5, 9, 4
8, 3, 7
2, 0, 2
3, 1, 7
5, 7, 3
2, 1, 4
9, 2, 13
6, 8, 9
6, 9, 4
7, 8, 4
0, 7, 6
9, 3, 5
6, 0, 6
8, 7, 6
9, 1, 2
6, 7, 4
7, 5, 9
1, 7, 8
7, 9, 2
7, 1, 5
5, 1, 5
0, 9, 7
6, 4, 1
7, 2, 3
4, 9, 9
