winner, loser, victorycount
7, 6, 0
5, 3, 17
6, 7, 11
0, 8, 4
4, 6, 0
1, 7, 0
6, 5, 0
6, 0, 10
2, 5, 0
0, 2, 0
8, 6, 0
4, 1, 5
9, 3, 0
3, 9, 14
3, 6, 0
5, 8, 13
8, 4, 9
6, 3, 8
7, 2, 0
3, 1, 7
1, 6, 0
2, 6, 4
6, 1, 8
9, 1, 8
1, 2, 0
0, 1, 14
3, 0, 6
2, 1, 3
4, 5, 0
0, 4, 9
5, 2, 11
6, 9, 3
8, 2, 0
8, 5, 0
7, 0, 0
0, 5, 0
8, 3, 5
9, 6, 0
5, 4, 14
9, 4, 8
9, 2, 0
4, 7, 0
2, 8, 11
0, 9, 5
8, 7, 9
5, 7, 8
7, 4, 6
1, 9, 0
5, 6, 9
3, 2, 0
9, 8, 0
2, 3, 9
4, 3, 0
1, 5, 0
7, 1, 19
4, 8, 0
9, 0, 0
6, 8, 8
2, 7, 14
3, 8, 7
9, 7, 7
5, 1, 13
2, 0, 3
0, 7, 10
5, 9, 15
1, 3, 0
8, 1, 6
7, 8, 0
0, 3, 3
1, 4, 5
4, 0, 0
7, 3, 0
2, 9, 8
6, 4, 7
1, 0, 0
4, 9, 0
9, 5, 0
4, 2, 0
2, 4, 15
3, 7, 17
5, 0, 9
3, 4, 5
7, 9, 3
8, 9, 13
3, 5, 0
0, 6, 0
1, 8, 0
7, 5, 0
6, 2, 8
8, 0, 7
