winner, loser, victorycount
5, 0, 8
9, 8, 7
4, 0, 5
4, 1, 0
7, 9, 12
7, 3, 5
0, 6, 0
5, 9, 14
8, 1, 0
5, 2, 12
4, 7, 0
9, 4, 16
6, 7, 0
0, 2, 4
0, 7, 0
8, 9, 0
9, 3, 10
4, 3, 0
1, 4, 5
8, 3, 0
5, 6, 21
5, 8, 10
5, 3, 13
2, 0, 3
6, 8, 12
1, 5, 5
8, 7, 0
2, 6, 0
0, 3, 0
2, 5, 0
1, 0, 14
9, 6, 11
6, 0, 19
0, 9, 0
6, 3, 8
9, 1, 0
9, 0, 16
6, 9, 0
0, 1, 0
3, 0, 13
0, 4, 2
0, 8, 2
7, 8, 5
2, 8, 2
4, 6, 0
5, 1, 7
1, 9, 11
2, 4, 5
3, 6, 4
1, 2, 10
9, 2, 9
2, 7, 0
8, 2, 3
3, 7, 0
3, 9, 0
8, 4, 4
4, 2, 4
7, 5, 0
9, 5, 0
3, 1, 0
7, 4, 7
7, 2, 7
9, 7, 0
5, 7, 9
0, 5, 0
2, 3, 0
6, 2, 12
7, 6, 5
1, 8, 11
2, 1, 0
2, 9, 0
8, 6, 0
4, 8, 5
6, 4, 9
1, 7, 12
4, 9, 0
6, 5, 0
3, 4, 6
8, 5, 0
4, 5, 0
7, 1, 0
3, 2, 13
8, 0, 2
5, 4, 9
3, 8, 16
7, 0, 4
6, 1, 0
1, 3, 6
1, 6, 6
3, 5, 0
