winner, loser, victorycount
2, 0, 6
4, 7, 15
7, 4, 0
6, 1, 3
6, 5, 7
2, 3, 7
5, 8, 7
2, 6, 10
7, 6, 9
5, 4, 0
6, 4, 0
9, 3, 6
0, 8, 6
6, 7, 0
1, 4, 0
8, 1, 0
5, 0, 5
5, 6, 0
9, 1, 3
4, 6, 13
1, 3, 0
1, 2, 0
9, 7, 4
1, 5, 5
2, 9, 8
1, 6, 3
4, 2, 4
3, 1, 12
8, 6, 0
8, 7, 0
7, 5, 9
3, 4, 0
9, 6, 12
4, 9, 5
0, 4, 0
4, 0, 13
2, 5, 5
1, 9, 0
7, 9, 4
3, 9, 0
0, 2, 0
9, 2, 0
1, 7, 0
6, 0, 14
7, 8, 11
7, 1, 14
6, 3, 0
1, 0, 7
2, 7, 13
8, 0, 6
5, 2, 0
0, 9, 0
3, 2, 0
4, 1, 9
4, 3, 12
5, 9, 0
2, 4, 4
0, 6, 0
5, 1, 0
1, 8, 14
3, 0, 13
7, 2, 0
0, 7, 0
2, 1, 9
0, 5, 7
9, 4, 0
9, 0, 20
8, 3, 0
3, 7, 0
8, 9, 0
0, 3, 0
9, 8, 7
3, 6, 11
8, 5, 6
8, 2, 0
0, 1, 0
7, 0, 12
6, 9, 0
4, 5, 14
3, 8, 12
9, 5, 18
5, 3, 0
2, 8, 5
5, 7, 0
4, 8, 3
6, 8, 12
6, 2, 0
8, 4, 0
3, 5, 5
7, 3, 12
