approaching, opponent, attackcount
1, 7, 6
2, 8, 7
1, 6, 2
5, 9, 4
9, 0, 2
3, 2, 2
9, 7, 4
5, 7, 8
4, 3, 8
5, 1, 4
1, 9, 7
2, 9, 3
1, 4, 3
2, 7, 8
7, 6, 6
0, 4, 6
7, 5, 5
1, 8, 2
7, 1, 4
5, 8, 5
7, 3, 3
6, 3, 2
7, 9, 5
2, 4, 3
8, 3, 8
5, 2, 5
7, 2, 9
0, 9, 1
0, 1, 7
4, 1, 8
3, 4, 7
1, 2, 1
9, 2, 3
6, 0, 12
8, 2, 3
9, 4, 8
0, 2, 4
4, 5, 5
9, 1, 2
8, 7, 5
4, 2, 8
9, 8, 8
4, 9, 9
9, 5, 7
5, 0, 4
2, 5, 3
6, 4, 7
8, 5, 5
0, 8, 4
5, 6, 4
8, 6, 3
2, 0, 6
0, 3, 0
3, 8, 2
3, 9, 4
8, 0, 5
4, 7, 5
8, 1, 8
8, 4, 5
3, 0, 0
2, 1, 4
6, 8, 2
4, 8, 7
8, 9, 5
6, 1, 9
0, 6, 2
1, 5, 2
9, 3, 10
5, 4, 1
7, 0, 5
3, 5, 9
9, 6, 1
5, 3, 13
3, 1, 3
7, 8, 10
1, 0, 6
0, 5, 5
4, 0, 3
6, 5, 9
4, 6, 3
0, 7, 4
7, 4, 5
6, 2, 4
2, 6, 4
6, 9, 5
1, 3, 2
2, 3, 4
3, 6, 4
3, 7, 7
6, 7, 8
