approaching, opponent, attackcount
9, 3, 9
2, 8, 7
9, 6, 9
1, 6, 2
3, 6, 1
3, 8, 6
3, 9, 3
0, 4, 2
8, 4, 9
8, 9, 7
9, 5, 13
7, 2, 4
1, 4, 5
5, 0, 4
6, 4, 9
2, 3, 2
2, 0, 6
0, 1, 4
2, 1, 3
6, 1, 6
5, 1, 8
4, 0, 4
4, 6, 8
7, 4, 4
4, 5, 7
3, 0, 4
7, 0, 3
3, 5, 6
4, 9, 5
4, 7, 11
7, 6, 6
2, 7, 8
7, 1, 2
3, 4, 6
8, 0, 3
6, 5, 5
1, 8, 9
7, 5, 5
6, 2, 5
0, 6, 5
4, 1, 4
2, 6, 5
9, 7, 6
8, 6, 3
9, 8, 4
9, 1, 6
0, 5, 3
5, 2, 2
6, 3, 2
2, 9, 7
9, 4, 4
4, 2, 2
8, 7, 5
0, 8, 2
8, 5, 6
5, 8, 3
7, 8, 1
2, 4, 6
6, 7, 3
3, 7, 0
3, 2, 2
1, 3, 5
1, 5, 6
1, 2, 8
5, 4, 6
1, 7, 9
6, 8, 0
4, 3, 4
2, 5, 2
9, 2, 4
1, 0, 1
8, 3, 3
0, 7, 2
6, 9, 7
0, 3, 9
5, 9, 8
0, 2, 6
3, 1, 6
7, 9, 7
5, 7, 4
8, 1, 8
8, 2, 7
9, 0, 8
4, 8, 2
7, 3, 4
0, 9, 6
5, 6, 5
1, 9, 7
5, 3, 4
6, 0, 1
