self, opp, fightsavoided
2, 6, 8
1, 7, 3
6, 0, 2
5, 1, 9
3, 2, 9
4, 8, 9
8, 1, 3
5, 9, 10
0, 1, 7
6, 4, 8
7, 9, 5
6, 2, 5
7, 3, 3
7, 5, 1
4, 7, 4
7, 0, 3
6, 8, 13
6, 5, 5
4, 3, 1
0, 3, 3
3, 7, 3
3, 4, 5
9, 5, 5
0, 9, 11
8, 7, 6
8, 4, 5
1, 5, 3
0, 4, 4
6, 1, 4
5, 8, 9
9, 8, 1
8, 0, 1
3, 1, 7
9, 2, 4
9, 4, 3
0, 5, 5
7, 8, 4
2, 0, 7
7, 6, 7
5, 4, 7
2, 4, 8
9, 1, 0
8, 6, 4
5, 0, 6
9, 7, 10
1, 9, 8
4, 0, 2
2, 8, 5
5, 7, 13
5, 6, 3
0, 6, 6
8, 9, 3
1, 0, 7
1, 2, 7
8, 5, 3
7, 2, 4
2, 9, 3
3, 6, 3
1, 3, 4
7, 1, 0
2, 7, 5
4, 6, 5
3, 0, 5
5, 2, 6
8, 2, 6
0, 7, 6
7, 4, 6
4, 2, 4
9, 6, 2
3, 8, 5
9, 0, 1
4, 9, 5
4, 1, 0
8, 3, 6
0, 2, 5
2, 1, 10
0, 8, 5
3, 9, 1
1, 8, 1
4, 5, 2
2, 5, 3
3, 5, 6
1, 4, 3
9, 3, 3
6, 3, 5
1, 6, 7
2, 3, 4
6, 7, 5
6, 9, 9
5, 3, 8
