self, opp, fightsavoided
1, 5, 4
7, 0, 3
4, 0, 0
1, 0, 8
4, 6, 1
0, 2, 4
6, 7, 7
9, 3, 5
7, 9, 9
3, 4, 6
6, 1, 2
9, 5, 8
1, 3, 4
0, 4, 3
3, 7, 2
1, 7, 2
6, 3, 6
3, 1, 3
0, 8, 5
9, 2, 6
8, 9, 2
0, 5, 6
5, 6, 3
2, 1, 5
4, 5, 1
1, 9, 8
0, 7, 4
3, 5, 4
6, 9, 11
8, 1, 3
5, 1, 3
2, 7, 7
2, 3, 8
4, 1, 2
8, 2, 4
7, 3, 13
4, 9, 4
1, 8, 6
6, 4, 6
8, 4, 8
5, 8, 5
9, 4, 3
1, 4, 6
7, 5, 4
2, 9, 9
0, 1, 8
2, 8, 5
5, 4, 3
8, 7, 7
1, 2, 5
1, 6, 3
9, 0, 0
7, 6, 4
6, 0, 6
5, 3, 4
3, 8, 5
7, 2, 4
4, 3, 9
2, 5, 6
2, 6, 10
0, 9, 3
3, 9, 3
5, 0, 5
8, 3, 4
2, 0, 10
4, 2, 3
6, 2, 2
9, 8, 1
3, 0, 3
0, 3, 4
8, 0, 5
6, 5, 9
9, 1, 1
9, 7, 0
7, 8, 5
0, 6, 4
4, 7, 0
8, 5, 9
3, 6, 6
5, 9, 8
9, 6, 5
2, 4, 5
5, 2, 7
6, 8, 7
4, 8, 5
3, 2, 5
7, 1, 5
5, 7, 8
7, 4, 8
8, 6, 8
