self, opp, fightsavoided
9, 0, 3
8, 1, 2
3, 8, 8
7, 0, 9
2, 8, 7
7, 5, 6
7, 6, 6
5, 6, 3
6, 5, 1
9, 4, 2
6, 9, 3
3, 0, 5
4, 2, 6
2, 4, 4
4, 7, 5
1, 5, 7
5, 9, 4
9, 8, 2
3, 4, 5
3, 5, 4
6, 3, 3
0, 6, 5
5, 2, 6
0, 9, 0
0, 1, 10
8, 5, 1
8, 7, 1
6, 4, 4
9, 1, 2
9, 7, 5
1, 2, 11
3, 9, 5
2, 5, 7
5, 4, 3
7, 2, 5
4, 6, 4
9, 5, 5
2, 0, 1
0, 4, 5
1, 4, 6
2, 1, 12
3, 2, 4
0, 5, 8
2, 7, 1
6, 1, 5
6, 7, 5
1, 0, 7
0, 8, 5
5, 1, 2
4, 5, 2
8, 4, 4
7, 8, 6
0, 2, 5
2, 9, 4
1, 7, 5
4, 0, 7
8, 6, 6
7, 4, 0
4, 8, 1
6, 8, 5
4, 3, 3
3, 6, 9
6, 0, 10
6, 2, 1
1, 3, 8
8, 3, 2
2, 6, 5
5, 0, 12
1, 8, 7
7, 1, 1
7, 3, 8
8, 2, 6
9, 2, 6
0, 7, 7
5, 7, 9
8, 9, 6
1, 9, 6
5, 8, 3
0, 3, 10
7, 9, 2
4, 1, 9
1, 6, 4
2, 3, 3
3, 1, 4
5, 3, 4
9, 6, 6
8, 0, 7
4, 9, 7
3, 7, 4
9, 3, 6
