self, opp, fightsavoided
0, 2, 2
6, 5, 6
4, 0, 6
9, 3, 7
2, 4, 9
1, 2, 5
5, 6, 5
8, 0, 6
3, 8, 7
4, 7, 7
7, 1, 4
2, 1, 4
8, 7, 7
5, 3, 7
3, 0, 5
7, 8, 7
2, 5, 2
0, 1, 5
9, 4, 5
6, 0, 8
6, 1, 5
4, 3, 6
5, 0, 5
0, 5, 4
4, 5, 2
4, 1, 5
1, 5, 8
0, 7, 3
8, 5, 7
2, 6, 5
0, 6, 2
0, 9, 10
1, 8, 4
5, 1, 12
5, 8, 10
1, 7, 0
7, 0, 6
5, 4, 4
6, 7, 3
8, 1, 10
3, 5, 6
7, 4, 5
7, 2, 8
8, 9, 4
7, 9, 2
8, 2, 4
9, 8, 2
1, 6, 7
3, 4, 2
6, 2, 4
7, 6, 4
8, 3, 5
9, 6, 5
1, 9, 7
6, 4, 1
2, 9, 7
3, 9, 11
2, 3, 2
1, 3, 3
2, 0, 3
9, 0, 5
4, 6, 5
6, 9, 4
5, 2, 1
0, 3, 2
2, 7, 7
3, 7, 4
6, 3, 9
4, 9, 7
9, 5, 5
3, 2, 8
7, 3, 6
9, 7, 1
2, 8, 4
7, 5, 3
0, 8, 5
3, 6, 6
4, 2, 6
8, 6, 5
8, 4, 5
5, 7, 3
6, 8, 4
3, 1, 4
0, 4, 1
4, 8, 5
9, 1, 4
9, 2, 4
1, 4, 1
5, 9, 4
1, 0, 5
