self, opp, fightsavoided
3, 5, 6
6, 0, 2
4, 2, 5
1, 4, 4
8, 3, 0
2, 5, 8
1, 2, 9
9, 5, 4
5, 9, 0
1, 8, 7
9, 1, 8
3, 9, 6
9, 6, 2
4, 1, 0
7, 1, 0
5, 3, 0
5, 1, 0
3, 8, 4
7, 2, 9
4, 8, 5
0, 9, 0
5, 0, 4
1, 3, 5
8, 0, 3
9, 4, 1
9, 8, 3
7, 9, 0
8, 2, 9
6, 7, 8
2, 3, 0
6, 1, 0
5, 2, 12
0, 1, 0
5, 8, 10
2, 0, 6
6, 2, 9
8, 9, 0
5, 6, 7
8, 5, 2
8, 6, 9
0, 8, 2
4, 6, 11
3, 6, 12
8, 4, 5
6, 4, 10
1, 6, 8
7, 3, 0
3, 0, 3
6, 5, 6
7, 0, 8
6, 8, 5
9, 3, 6
0, 3, 0
9, 0, 8
4, 5, 11
7, 6, 7
9, 2, 5
5, 4, 12
7, 4, 6
1, 7, 8
8, 1, 0
1, 9, 9
0, 6, 5
2, 1, 0
7, 8, 8
1, 5, 5
9, 7, 9
2, 9, 1
0, 5, 4
2, 7, 9
2, 4, 8
3, 2, 8
0, 4, 4
3, 1, 7
1, 0, 3
5, 7, 5
8, 7, 12
6, 3, 0
4, 0, 3
3, 4, 4
0, 2, 5
7, 5, 12
6, 9, 0
2, 8, 2
4, 9, 0
0, 7, 4
4, 3, 0
3, 7, 9
4, 7, 12
2, 6, 2
