self, opp, fightsavoided
6, 9, 6
3, 5, 0
0, 2, 7
4, 5, 0
7, 9, 4
2, 1, 9
7, 2, 2
2, 7, 1
6, 4, 10
7, 0, 6
0, 4, 2
0, 5, 0
5, 4, 5
4, 0, 11
9, 4, 3
2, 8, 9
4, 2, 3
1, 6, 0
5, 0, 8
6, 0, 8
4, 8, 7
0, 9, 6
2, 4, 6
8, 4, 6
9, 2, 6
9, 7, 2
1, 7, 8
9, 8, 9
8, 7, 2
3, 8, 5
6, 1, 3
4, 7, 12
4, 6, 2
4, 9, 5
5, 6, 6
2, 0, 9
0, 7, 6
0, 8, 13
3, 9, 3
8, 6, 0
8, 5, 0
0, 1, 7
1, 0, 9
9, 1, 7
8, 9, 2
8, 2, 7
8, 3, 1
6, 3, 7
1, 9, 7
3, 2, 6
1, 3, 3
4, 3, 6
6, 7, 8
3, 1, 12
2, 5, 0
7, 5, 4
6, 8, 6
1, 5, 0
9, 6, 0
1, 2, 10
7, 4, 8
3, 7, 4
7, 3, 7
5, 1, 6
7, 8, 7
5, 8, 7
8, 0, 3
1, 4, 5
7, 6, 0
1, 8, 5
6, 2, 4
7, 1, 3
9, 0, 6
9, 3, 4
5, 2, 3
0, 3, 1
2, 9, 9
2, 3, 11
3, 4, 5
3, 0, 6
8, 1, 4
5, 3, 6
3, 6, 1
6, 5, 4
5, 9, 7
9, 5, 0
5, 7, 7
2, 6, 0
0, 6, 0
4, 1, 6
