self, opp, fightsavoided
8, 5, 5
5, 8, 2
3, 0, 6
8, 2, 3
8, 9, 4
9, 2, 0
0, 8, 2
2, 9, 8
6, 0, 2
6, 8, 6
1, 9, 10
4, 6, 0
4, 2, 0
1, 3, 9
3, 5, 10
7, 3, 5
4, 1, 3
7, 5, 11
8, 6, 10
7, 8, 2
0, 9, 8
1, 4, 2
4, 8, 5
5, 6, 7
5, 3, 5
8, 4, 3
3, 4, 7
8, 1, 8
5, 7, 1
0, 1, 3
6, 1, 4
2, 7, 1
2, 4, 6
4, 3, 5
0, 5, 8
8, 0, 0
4, 7, 2
5, 9, 7
3, 2, 0
7, 6, 8
5, 4, 5
9, 7, 0
6, 4, 4
7, 0, 3
5, 0, 2
1, 8, 4
6, 7, 0
2, 1, 8
7, 9, 9
1, 5, 15
3, 7, 1
6, 9, 6
4, 5, 8
1, 7, 1
7, 2, 1
7, 1, 2
3, 6, 3
6, 5, 11
5, 2, 0
8, 3, 5
1, 2, 1
3, 1, 5
0, 4, 10
9, 4, 7
1, 6, 12
2, 5, 6
7, 4, 6
2, 8, 10
9, 1, 6
1, 0, 3
6, 3, 5
4, 9, 5
0, 2, 2
0, 3, 12
9, 8, 3
3, 9, 12
5, 1, 5
3, 8, 2
2, 6, 7
9, 3, 9
2, 0, 10
0, 6, 11
8, 7, 0
6, 2, 1
0, 7, 3
2, 3, 3
4, 0, 3
9, 0, 2
9, 5, 3
9, 6, 10
