approaching, opponent, attackcount
9, 4, 9
9, 1, 7
5, 9, 4
0, 6, 1
6, 7, 5
2, 4, 6
3, 6, 5
1, 9, 9
7, 0, 0
6, 4, 3
3, 5, 2
6, 8, 4
1, 0, 7
4, 1, 4
2, 3, 7
7, 5, 6
4, 3, 2
0, 8, 4
9, 8, 8
7, 1, 6
6, 1, 8
5, 0, 8
4, 8, 3
3, 7, 4
2, 8, 6
0, 1, 7
7, 6, 4
1, 5, 5
5, 1, 7
5, 2, 5
8, 0, 1
2, 5, 3
0, 9, 5
2, 7, 0
9, 0, 9
5, 4, 3
1, 6, 8
4, 7, 2
1, 7, 4
7, 9, 10
9, 5, 9
7, 2, 3
8, 4, 3
2, 6, 6
6, 2, 8
9, 3, 7
3, 4, 5
1, 2, 8
7, 3, 2
8, 2, 2
2, 9, 6
3, 8, 5
0, 3, 5
6, 0, 4
4, 6, 6
4, 0, 3
5, 3, 8
9, 6, 4
4, 9, 6
1, 4, 7
0, 5, 4
8, 6, 7
7, 8, 3
0, 7, 4
2, 0, 6
8, 1, 6
1, 3, 8
6, 3, 4
8, 3, 5
6, 9, 6
9, 7, 7
5, 7, 4
3, 9, 16
3, 1, 2
3, 0, 4
2, 1, 6
1, 8, 7
6, 5, 2
8, 9, 7
0, 2, 2
4, 2, 1
3, 2, 5
9, 2, 5
5, 6, 2
8, 7, 3
8, 5, 2
0, 4, 5
5, 8, 4
4, 5, 2
7, 4, 3
