winner, loser, victorycount
1, 9, 1
0, 2, 7
9, 5, 8
1, 0, 3
3, 7, 6
1, 2, 3
8, 1, 5
8, 2, 4
0, 4, 5
3, 6, 8
6, 2, 2
7, 2, 9
3, 8, 7
3, 9, 1
8, 5, 6
4, 5, 4
2, 5, 13
7, 6, 5
0, 3, 8
2, 3, 5
8, 9, 1
8, 4, 0
7, 5, 7
0, 1, 1
2, 1, 5
9, 7, 7
2, 7, 4
9, 1, 10
5, 7, 5
6, 1, 3
3, 5, 5
3, 4, 8
9, 2, 1
7, 3, 3
1, 4, 3
4, 1, 5
2, 9, 4
4, 7, 4
5, 1, 7
9, 3, 7
8, 7, 5
8, 3, 5
2, 6, 11
5, 4, 7
5, 0, 9
5, 8, 3
5, 3, 5
9, 4, 3
7, 8, 2
0, 8, 10
7, 4, 2
4, 8, 2
4, 6, 4
6, 7, 3
8, 6, 6
7, 0, 3
2, 0, 8
3, 2, 3
7, 1, 2
7, 9, 7
4, 0, 4
0, 5, 12
6, 8, 2
1, 8, 5
6, 4, 2
4, 2, 6
1, 5, 5
1, 6, 2
2, 8, 7
8, 0, 5
3, 0, 6
0, 6, 2
9, 8, 2
6, 3, 3
0, 9, 2
5, 9, 5
5, 2, 8
4, 9, 3
9, 6, 5
0, 7, 6
4, 3, 3
1, 3, 6
9, 0, 6
6, 9, 10
1, 7, 4
6, 5, 5
6, 0, 7
3, 1, 5
2, 4, 7
5, 6, 5
