self, opp, fightsavoided
7, 5, 10
3, 4, 1
6, 8, 7
7, 2, 6
0, 4, 1
7, 6, 4
5, 4, 1
0, 8, 4
8, 1, 5
4, 3, 4
3, 6, 3
9, 7, 8
0, 3, 7
1, 9, 2
1, 3, 0
1, 8, 1
6, 7, 4
5, 7, 5
0, 6, 2
6, 9, 6
8, 9, 7
2, 6, 3
7, 3, 5
2, 8, 6
8, 6, 5
8, 3, 12
9, 2, 10
3, 7, 4
9, 4, 8
8, 2, 11
6, 1, 4
6, 5, 10
5, 0, 11
3, 9, 4
3, 0, 2
5, 9, 6
3, 2, 7
1, 5, 0
0, 1, 6
2, 5, 5
2, 7, 5
0, 7, 3
6, 0, 5
0, 2, 1
7, 4, 3
4, 7, 2
9, 0, 11
9, 1, 4
0, 5, 3
9, 5, 4
4, 9, 3
5, 2, 7
7, 8, 7
2, 4, 9
6, 2, 7
2, 0, 1
8, 5, 7
4, 0, 5
9, 6, 9
8, 4, 4
4, 5, 2
2, 9, 8
5, 3, 10
1, 0, 2
8, 0, 4
1, 6, 2
1, 2, 3
7, 0, 12
7, 9, 4
5, 8, 13
3, 5, 4
6, 4, 6
4, 2, 2
5, 1, 4
5, 6, 4
4, 8, 1
8, 7, 7
2, 3, 3
4, 6, 6
3, 8, 2
2, 1, 4
6, 3, 11
9, 8, 6
3, 1, 3
1, 7, 1
1, 4, 6
4, 1, 3
7, 1, 3
9, 3, 5
0, 9, 2
