self, opp, fightsavoided
0, 5, 4
0, 1, 9
5, 2, 3
5, 7, 10
6, 5, 3
9, 4, 11
6, 7, 3
4, 9, 3
8, 0, 2
4, 6, 0
7, 5, 8
8, 9, 3
2, 3, 3
7, 0, 7
6, 3, 2
4, 0, 4
8, 1, 4
4, 3, 1
9, 3, 11
2, 6, 6
3, 2, 7
9, 0, 3
0, 4, 4
0, 8, 13
1, 7, 11
2, 7, 6
7, 2, 13
0, 2, 3
0, 9, 2
2, 9, 6
7, 1, 4
8, 5, 4
5, 3, 7
1, 6, 7
6, 1, 12
1, 5, 12
2, 4, 7
3, 1, 2
8, 6, 2
7, 6, 8
6, 0, 2
7, 4, 3
0, 3, 3
6, 9, 5
9, 6, 10
2, 1, 6
7, 9, 6
8, 3, 2
8, 7, 2
3, 4, 0
9, 7, 6
3, 9, 10
5, 0, 5
0, 6, 2
1, 8, 7
3, 7, 3
1, 9, 3
9, 5, 9
5, 9, 5
4, 2, 3
5, 6, 4
1, 0, 7
9, 1, 8
5, 1, 4
1, 4, 3
8, 4, 5
3, 5, 3
6, 2, 11
3, 6, 2
4, 8, 2
2, 0, 2
4, 7, 1
2, 5, 7
8, 2, 1
7, 3, 4
6, 8, 3
4, 5, 1
1, 3, 3
6, 4, 3
5, 4, 2
3, 0, 5
9, 8, 11
2, 8, 4
9, 2, 7
5, 8, 4
1, 2, 6
7, 8, 4
3, 8, 8
4, 1, 0
0, 7, 3
