"","0","1","2","3","4","5","6","7","8","9"
"0",0,0,2,0,0,0,0,4,1,1
"1",3,0,9,0,13,0,4,10,11,7
"2",4,0,0,0,0,0,0,2,1,4
"3",5,15,16,0,14,0,14,9,4,10
"4",7,0,7,0,0,0,4,5,7,7
"5",23,27,13,38,21,0,21,16,16,18
"6",7,0,9,0,1,0,0,3,4,6
"7",4,0,3,0,0,0,0,0,1,3
"8",1,0,2,0,0,0,0,2,0,1
"9",2,0,4,0,0,0,0,2,2,0
