self, opp, fightsavoided
7, 3, 5
5, 9, 7
8, 1, 8
8, 2, 11
9, 0, 6
2, 7, 4
1, 9, 5
6, 5, 4
2, 4, 2
6, 1, 3
1, 0, 4
4, 0, 12
4, 7, 3
4, 2, 5
3, 7, 2
9, 8, 4
5, 1, 6
6, 3, 6
1, 4, 4
3, 5, 7
9, 1, 4
5, 0, 5
5, 7, 5
6, 2, 1
1, 5, 8
2, 8, 5
5, 2, 6
3, 1, 4
3, 6, 4
2, 6, 1
8, 9, 6
7, 5, 4
0, 8, 4
6, 0, 9
7, 0, 4
0, 7, 5
3, 2, 5
5, 3, 8
8, 5, 0
4, 8, 6
7, 1, 4
7, 9, 6
5, 6, 5
0, 6, 4
2, 3, 3
8, 6, 5
9, 5, 4
0, 5, 6
9, 2, 5
3, 8, 2
8, 0, 1
2, 9, 6
1, 3, 4
4, 6, 9
1, 8, 8
7, 2, 1
9, 4, 7
0, 9, 2
6, 7, 8
2, 1, 7
1, 7, 2
0, 3, 11
8, 7, 3
4, 9, 2
9, 3, 4
9, 6, 10
4, 5, 4
4, 3, 4
7, 4, 4
9, 7, 7
3, 0, 9
1, 2, 5
3, 4, 3
0, 1, 2
3, 9, 2
7, 6, 6
6, 9, 7
1, 6, 2
7, 8, 4
5, 4, 5
6, 8, 7
8, 3, 6
6, 4, 3
2, 0, 4
0, 2, 4
0, 4, 9
2, 5, 6
5, 8, 5
4, 1, 2
8, 4, 9
