self, opp, fightsavoided
3, 0, 8
3, 1, 9
5, 0, 7
7, 0, 1
4, 6, 1
7, 5, 3
3, 9, 6
8, 5, 4
7, 2, 5
2, 1, 5
5, 3, 11
9, 4, 2
0, 6, 2
4, 8, 2
2, 8, 3
6, 9, 3
2, 7, 6
8, 7, 1
7, 1, 5
2, 5, 5
3, 5, 8
7, 3, 5
5, 1, 6
8, 9, 1
3, 2, 5
9, 2, 4
5, 9, 10
4, 1, 4
1, 8, 6
1, 7, 4
6, 4, 4
4, 2, 7
3, 8, 6
8, 2, 0
6, 8, 8
6, 7, 4
0, 5, 8
0, 7, 2
1, 6, 3
0, 4, 2
1, 4, 4
5, 4, 1
3, 6, 8
1, 5, 4
8, 4, 6
2, 6, 6
9, 6, 4
2, 3, 7
2, 9, 3
8, 3, 5
5, 8, 3
7, 4, 9
8, 0, 7
1, 9, 2
9, 0, 4
6, 2, 10
4, 5, 4
6, 0, 2
3, 4, 3
2, 0, 6
6, 5, 4
7, 9, 6
9, 3, 5
8, 6, 5
0, 1, 4
0, 8, 4
1, 2, 3
0, 2, 4
5, 6, 2
4, 9, 4
4, 0, 3
9, 8, 7
6, 1, 6
9, 5, 5
4, 7, 3
7, 8, 11
3, 7, 11
9, 1, 7
2, 4, 9
4, 3, 5
9, 7, 9
0, 3, 4
5, 2, 7
1, 3, 5
7, 6, 8
1, 0, 7
6, 3, 5
8, 1, 5
5, 7, 4
0, 9, 4
