winner, loser, victorycount
7, 8, 0
9, 4, 0
6, 9, 0
4, 2, 3
7, 0, 0
4, 9, 7
1, 3, 20
9, 3, 0
0, 2, 10
0, 4, 0
8, 2, 10
8, 1, 0
7, 4, 0
9, 1, 0
8, 9, 6
6, 5, 2
6, 0, 0
0, 8, 9
8, 3, 0
9, 5, 8
2, 6, 8
8, 4, 0
3, 4, 8
3, 0, 14
9, 0, 0
2, 4, 0
0, 9, 11
8, 5, 8
3, 1, 0
5, 6, 3
2, 8, 0
6, 8, 0
5, 2, 5
3, 2, 14
9, 6, 8
3, 6, 5
8, 0, 0
7, 3, 0
6, 7, 7
5, 9, 0
8, 6, 6
6, 2, 4
2, 9, 0
8, 7, 11
4, 0, 6
4, 5, 16
7, 5, 0
0, 1, 0
4, 8, 9
1, 2, 10
5, 3, 0
1, 7, 10
7, 9, 0
7, 6, 0
5, 1, 0
4, 6, 13
6, 4, 0
4, 1, 0
5, 4, 0
3, 7, 12
3, 8, 14
6, 1, 0
7, 1, 0
9, 8, 0
1, 8, 11
5, 0, 0
1, 0, 11
9, 7, 12
1, 5, 12
0, 6, 5
6, 3, 0
4, 3, 0
2, 5, 7
2, 0, 0
1, 6, 9
5, 7, 7
3, 9, 9
4, 7, 12
1, 9, 12
0, 3, 0
1, 4, 9
3, 5, 9
9, 2, 8
2, 1, 0
2, 7, 25
2, 3, 0
0, 5, 8
5, 8, 0
7, 2, 0
0, 7, 7
