"triangle.transitivity","escalation","dci","steepness","slope","variable","strategy","distribution"
0.244444444444444,0.500554938956715,0.286031042128603,-0.230632545285656,0.0169099420414333,"rhp","mutual","clumped"
0.0476190476190474,0.499445061043285,0.226666666666667,-0.154441210143434,0.0492168575876293,"rhp","mutual","clumped"
0.314285714285715,0.5,0.28,-0.235212618322666,0.0172976850587802,"rhp","mutual","clumped"
0.0422535211267605,0.5,0.271111111111111,-0.168698767874816,0.0387675789036889,"rhp","mutual","clumped"
0.340659340659341,0.499446290143965,0.246119733924612,-0.188831263856595,0.0233975551849462,"rhp","mutual","clumped"
-0.0704225352112675,0.5,0.266666666666667,-0.123655620473802,0.0082246899599811,"rhp","mutual","clumped"
-0.0222222222222221,0.5,0.248888888888889,-0.15702144805086,0.0163834017774243,"rhp","mutual","clumped"
-0.183098591549296,0.498891352549889,0.271111111111111,-0.117278638869548,0.00984237908439359,"rhp","mutual","clumped"
-0.142857142857143,0.499445061043285,0.284444444444444,-0.159219007113744,0.0258678650538997,"rhp","mutual","clumped"
0.291666666666667,0.5,0.275555555555556,-0.195203026326021,0.0146266711021891,"rhp","mutual","clumped"
-0.0793650793650795,0.500554938956715,0.29490022172949,-0.20662069857257,0.0349277361163803,"rhp","self","clumped"
0.260869565217391,0.499445061043285,0.284444444444444,-0.235737871050987,0.0143024724304237,"rhp","self","clumped"
0.037974683544304,0.5,0.266666666666667,-0.156819858483242,0.0408476801308149,"rhp","self","clumped"
0.304347826086957,0.5,0.32,-0.252686473808061,0.0354148090689035,"rhp","self","clumped"
-0.185185185185185,0.498891352549889,0.257777777777778,-0.163714710225406,0.0145820454671361,"rhp","self","clumped"
-0.0196078431372548,0.500554938956715,0.219512195121951,-0.121561574689917,-0.0159378685094797,"rhp","self","clumped"
-0.0666666666666669,0.5,0.28,-0.221676548545533,0.000497150590922177,"rhp","self","clumped"
0.388888888888889,0.498891352549889,0.226666666666667,-0.157036981141259,0.0199458916708148,"rhp","self","clumped"
0.125,0.499445061043285,0.266666666666667,-0.202352791038562,0.0264870249928832,"rhp","self","clumped"
-0.186813186813187,0.500554938956715,0.286031042128603,-0.159764746620925,0.0552405615209553,"rhp","self","clumped"
-0.0285714285714285,0.5,0.297777777777778,-0.200919363365888,0.0380912789666554,"rhp","opponent","clumped"
0.365853658536585,0.499445061043285,0.311111111111111,-0.258481604551123,0.0191972727220929,"rhp","opponent","clumped"
-0.12,0.5,0.222222222222222,-0.112433005148316,0.0142792793468003,"rhp","opponent","clumped"
0.0927835051546393,0.5,0.36,-0.227002183769857,0.0280524937993525,"rhp","opponent","clumped"
0.565217391304348,0.5,0.234513274336283,-0.1890145620451,0.0234473463624814,"rhp","opponent","clumped"
0.266666666666667,0.500554938956715,0.246119733924612,-0.190216561216561,0.0292036247407202,"rhp","opponent","clumped"
-0.0526315789473686,0.5,0.244444444444444,-0.125129454720364,0.0184177255188491,"rhp","opponent","clumped"
0.675675675675676,0.498891352549889,0.271111111111111,-0.235146767967624,0.0273281664334392,"rhp","opponent","clumped"
0.0561797752808988,0.499445061043285,0.311111111111111,-0.160967789520421,0.0165003933848731,"rhp","opponent","clumped"
0.301587301587301,0.5,0.24,-0.190789964119545,0.0235948880246209,"rhp","opponent","clumped"
-0.0666666666666669,0.5,0.244444444444444,-0.141432474578408,-0.00752605864830378,"history","mutual","clumped"
-0.0952380952380953,0.499445061043285,0.284444444444444,-0.165080252981322,-0.012007264930615,"history","mutual","clumped"
-0.0810810810810811,0.5,0.231111111111111,-0.109192618136468,-0.0229184616980092,"history","mutual","clumped"
0.333333333333333,0.5,0.248888888888889,-0.148203719928319,-0.00947903762418048,"history","mutual","clumped"
0.036144578313253,0.498891352549889,0.311111111111111,-0.19923163226991,0.00194689473242561,"history","mutual","clumped"
0.0714285714285716,0.500554938956715,0.30820399113082,-0.192195624241079,-0.0187356170908097,"history","mutual","clumped"
0.155555555555555,0.5,0.253333333333333,-0.165413426442838,0.00271370456315857,"history","mutual","clumped"
-0.0638297872340425,0.498891352549889,0.231111111111111,-0.11632547587093,-0.00462830026691474,"history","mutual","clumped"
0.0561797752808988,0.499445061043285,0.28,-0.2104610932531,0.00428922616397271,"history","mutual","clumped"
-0.032258064516129,0.5,0.253333333333333,-0.099357845561054,-0.00933900246517678,"history","mutual","clumped"
-0.190476190476191,0.5,0.222222222222222,-0.143880673198855,-0.0138158109105059,"history","self","clumped"
-0.0602409638554215,0.499445061043285,0.275555555555556,-0.186979469358445,-0.00224590795926536,"history","self","clumped"
-0.384615384615385,0.5,0.262222222222222,-0.0761277457935213,-0.0315891218236079,"history","self","clumped"
0.024390243902439,0.5,0.213333333333333,-0.1363824506169,0.00480754220474589,"history","self","clumped"
0.314285714285715,0.499446290143965,0.232815964523282,-0.206026242028916,-0.0196310746488744,"history","self","clumped"
-0.241379310344827,0.5,0.222222222222222,-0.149873358964268,-0.027297889493352,"history","self","clumped"
0.323943661971831,0.5,0.217777777777778,-0.178431644113462,-0.0176728204284228,"history","self","clumped"
0.0843373493975905,0.499446290143965,0.223946784922395,-0.151925126270046,0.00587697105638641,"history","self","clumped"
0.0175438596491229,0.499445061043285,0.195555555555556,-0.146267158767159,-0.0146193331714609,"history","self","clumped"
-0.111111111111111,0.500554938956715,0.254988913525499,-0.155092986414405,0.00814787279424619,"history","self","clumped"
0.0526315789473686,0.5,0.226666666666667,-0.156125609194082,-0.0225728846932512,"history","opponent","clumped"
-0.0864197530864197,0.499445061043285,0.253333333333333,-0.12587494155676,-0.00874391416757461,"history","opponent","clumped"
