winner, loser, victorycount
8, 1, 3
3, 6, 8
4, 7, 4
2, 9, 3
9, 6, 8
3, 7, 7
9, 1, 4
7, 2, 2
8, 3, 5
1, 3, 6
7, 1, 3
7, 4, 5
0, 2, 5
2, 3, 7
4, 8, 2
6, 0, 8
6, 3, 2
1, 0, 9
1, 9, 2
2, 1, 3
7, 6, 7
2, 4, 5
4, 2, 3
4, 6, 6
0, 6, 5
1, 6, 9
1, 5, 4
4, 3, 2
6, 2, 5
5, 8, 8
5, 6, 2
3, 2, 1
8, 9, 3
3, 5, 5
8, 0, 3
2, 8, 12
8, 6, 7
3, 4, 5
5, 1, 2
2, 7, 7
7, 0, 9
0, 1, 4
6, 4, 3
7, 3, 4
9, 5, 6
4, 9, 1
7, 8, 6
3, 9, 8
4, 0, 6
6, 5, 2
8, 4, 6
4, 5, 3
2, 0, 7
6, 7, 4
1, 2, 5
1, 7, 3
0, 9, 5
9, 3, 8
0, 8, 3
4, 1, 7
9, 8, 6
6, 9, 3
3, 1, 7
9, 2, 5
8, 5, 2
5, 4, 4
7, 9, 2
5, 3, 7
1, 8, 6
9, 7, 14
0, 7, 7
9, 0, 10
3, 0, 1
5, 2, 4
0, 3, 4
6, 1, 4
3, 8, 6
0, 4, 1
2, 6, 8
1, 4, 5
5, 9, 3
2, 5, 7
8, 7, 2
6, 8, 0
7, 5, 5
5, 0, 6
9, 4, 5
5, 7, 8
8, 2, 2
0, 5, 9
