winner, loser, victorycount
3, 4, 7
3, 1, 2
4, 8, 6
7, 3, 4
2, 7, 0
5, 8, 4
0, 2, 6
6, 0, 6
6, 4, 0
7, 6, 11
9, 3, 8
1, 7, 3
4, 9, 5
3, 5, 9
0, 4, 6
0, 3, 5
9, 1, 3
1, 6, 4
2, 3, 0
6, 7, 0
9, 7, 6
0, 7, 4
8, 7, 1
6, 5, 2
8, 2, 7
5, 6, 4
6, 8, 5
4, 1, 3
8, 6, 6
8, 0, 3
3, 7, 3
0, 6, 9
4, 0, 6
8, 4, 1
1, 3, 1
0, 8, 6
2, 8, 6
2, 6, 2
1, 2, 5
0, 9, 5
6, 3, 5
3, 6, 6
6, 1, 2
9, 5, 9
7, 9, 1
9, 0, 7
4, 2, 8
3, 9, 7
5, 9, 3
0, 5, 2
8, 5, 3
4, 3, 7
8, 1, 4
7, 1, 6
6, 9, 5
5, 7, 4
2, 9, 3
9, 6, 3
0, 1, 6
7, 5, 10
5, 3, 0
9, 4, 5
5, 0, 3
4, 5, 6
1, 8, 12
3, 8, 5
9, 2, 7
2, 4, 2
4, 6, 5
5, 1, 4
3, 2, 10
7, 8, 9
5, 2, 7
8, 9, 2
4, 7, 5
2, 5, 8
1, 5, 11
2, 1, 4
5, 4, 2
6, 2, 6
7, 0, 10
9, 8, 7
8, 3, 3
7, 2, 14
7, 4, 8
1, 0, 2
2, 0, 0
1, 4, 7
1, 9, 4
3, 0, 7
