winner, loser, victorycount
6, 9, 3
6, 7, 9
3, 5, 2
8, 5, 9
3, 4, 3
0, 9, 7
4, 1, 5
3, 7, 2
2, 0, 14
2, 1, 4
6, 3, 7
2, 5, 12
8, 0, 11
7, 2, 3
6, 0, 3
6, 8, 3
6, 1, 5
7, 3, 7
5, 3, 7
9, 7, 2
6, 2, 4
7, 0, 7
9, 0, 6
7, 5, 8
4, 3, 4
9, 6, 3
4, 9, 1
0, 8, 1
5, 2, 3
0, 7, 4
3, 6, 2
1, 6, 2
8, 4, 7
6, 4, 3
7, 8, 1
9, 8, 2
3, 2, 4
1, 9, 9
7, 1, 6
7, 9, 7
2, 7, 5
4, 6, 2
5, 9, 3
3, 1, 2
7, 4, 8
3, 8, 4
4, 5, 3
4, 8, 3
9, 3, 3
0, 6, 3
8, 6, 2
1, 8, 3
0, 4, 5
8, 3, 8
9, 4, 9
2, 3, 8
8, 2, 4
9, 2, 5
1, 4, 4
4, 7, 4
6, 5, 10
2, 9, 7
7, 6, 1
0, 1, 3
8, 9, 4
5, 4, 10
4, 2, 5
5, 7, 3
2, 6, 7
1, 0, 7
2, 4, 15
1, 7, 4
1, 3, 3
9, 1, 2
4, 0, 6
5, 6, 4
5, 8, 3
1, 2, 2
8, 7, 10
3, 9, 9
0, 2, 2
2, 8, 6
0, 5, 4
5, 1, 1
3, 0, 5
5, 0, 7
1, 5, 5
8, 1, 9
9, 5, 5
0, 3, 1
