self, opp, fightsavoided
0, 9, 8
4, 6, 5
5, 8, 5
1, 2, 5
4, 8, 3
9, 0, 3
8, 2, 5
3, 2, 2
6, 4, 7
6, 5, 7
8, 7, 5
0, 5, 7
9, 2, 3
0, 7, 11
4, 2, 5
6, 8, 4
0, 3, 0
3, 0, 4
4, 1, 9
5, 6, 8
9, 4, 4
5, 9, 4
0, 1, 7
1, 3, 2
1, 6, 9
6, 3, 3
7, 4, 2
5, 7, 4
3, 6, 9
6, 0, 1
1, 0, 3
1, 4, 2
2, 6, 11
6, 2, 1
8, 6, 4
3, 4, 7
2, 3, 7
5, 4, 6
5, 0, 7
8, 9, 6
5, 3, 7
5, 2, 6
2, 4, 7
2, 0, 3
7, 3, 3
9, 7, 9
2, 1, 8
9, 6, 8
1, 5, 3
2, 9, 1
8, 3, 2
9, 1, 8
0, 2, 5
7, 8, 3
1, 7, 8
2, 7, 8
8, 5, 3
9, 8, 6
4, 0, 3
2, 5, 6
7, 9, 3
4, 7, 6
4, 5, 5
4, 9, 6
8, 4, 4
2, 8, 2
7, 5, 0
7, 0, 0
4, 3, 4
3, 8, 5
6, 1, 6
3, 5, 6
1, 8, 6
8, 0, 3
0, 4, 2
3, 1, 5
3, 9, 5
5, 1, 0
0, 8, 3
7, 1, 6
6, 9, 12
3, 7, 8
7, 6, 5
1, 9, 5
7, 2, 4
6, 7, 6
9, 3, 4
0, 6, 7
9, 5, 5
8, 1, 5
