self, opp, fightsavoided
5, 3, 2
0, 7, 0
9, 3, 3
2, 3, 8
0, 4, 3
3, 6, 8
0, 6, 8
2, 1, 4
3, 4, 8
4, 5, 1
3, 5, 4
5, 6, 2
4, 3, 3
2, 5, 2
1, 9, 3
1, 5, 5
0, 5, 2
4, 0, 3
7, 8, 8
6, 2, 10
0, 1, 5
9, 7, 2
6, 4, 6
7, 2, 1
8, 6, 8
4, 9, 4
9, 4, 2
0, 3, 2
2, 0, 2
2, 6, 7
0, 8, 7
1, 6, 3
6, 3, 1
7, 1, 4
2, 7, 0
9, 5, 5
8, 9, 4
1, 3, 3
5, 1, 7
9, 0, 14
7, 5, 7
9, 1, 5
5, 4, 9
7, 0, 7
4, 2, 5
1, 2, 6
0, 9, 4
3, 9, 3
3, 0, 4
4, 7, 3
5, 9, 2
8, 0, 6
5, 8, 10
2, 9, 13
5, 2, 2
4, 8, 12
6, 8, 1
3, 8, 5
7, 4, 12
0, 2, 7
6, 7, 0
6, 9, 7
6, 5, 2
6, 0, 7
7, 9, 8
3, 1, 10
4, 1, 6
1, 0, 5
8, 7, 3
2, 4, 7
3, 2, 7
6, 1, 4
9, 8, 4
8, 1, 12
1, 8, 5
7, 3, 5
8, 2, 3
9, 6, 7
4, 6, 10
8, 4, 4
1, 4, 8
9, 2, 2
5, 7, 6
8, 5, 1
1, 7, 0
2, 8, 4
3, 7, 4
8, 3, 3
5, 0, 1
7, 6, 8
