winner, loser, victorycount
6, 3, 11
8, 2, 2
8, 9, 3
2, 1, 2
7, 0, 1
2, 5, 6
5, 8, 7
0, 6, 2
7, 5, 6
3, 8, 6
3, 1, 3
1, 5, 3
1, 8, 1
6, 2, 5
7, 6, 7
5, 0, 4
4, 1, 12
1, 6, 2
0, 2, 6
3, 6, 3
7, 8, 2
4, 5, 13
1, 3, 3
8, 7, 8
2, 4, 9
8, 1, 5
5, 6, 3
4, 7, 9
3, 7, 6
6, 8, 1
9, 1, 5
4, 3, 10
9, 2, 6
9, 0, 4
6, 7, 7
9, 7, 2
0, 9, 4
1, 7, 5
5, 1, 7
7, 9, 8
3, 4, 1
6, 9, 7
2, 0, 8
1, 2, 3
4, 2, 11
0, 1, 4
4, 0, 12
1, 9, 7
7, 1, 2
9, 5, 3
9, 6, 0
2, 8, 4
0, 3, 6
0, 7, 5
0, 8, 8
6, 1, 2
6, 5, 4
5, 2, 4
4, 9, 8
9, 3, 2
7, 3, 2
8, 4, 4
6, 0, 5
3, 2, 7
1, 0, 3
8, 6, 3
5, 4, 2
8, 0, 5
0, 5, 3
8, 3, 6
6, 4, 7
0, 4, 4
2, 3, 1
7, 2, 2
3, 9, 5
7, 4, 4
2, 9, 3
9, 8, 7
8, 5, 4
4, 6, 11
9, 4, 6
5, 3, 1
1, 4, 4
2, 6, 2
3, 0, 9
4, 8, 8
5, 7, 7
5, 9, 5
3, 5, 6
2, 7, 4
