winner, loser, victorycount
0, 4, 6
4, 8, 6
4, 9, 3
8, 1, 5
1, 2, 11
4, 6, 2
5, 3, 5
2, 0, 6
9, 8, 6
4, 1, 8
2, 6, 7
6, 5, 2
5, 9, 7
8, 7, 4
1, 5, 6
7, 8, 3
2, 7, 4
5, 2, 7
0, 8, 4
8, 3, 7
0, 7, 0
1, 4, 8
2, 1, 10
0, 5, 5
4, 2, 3
4, 0, 7
5, 8, 13
2, 4, 3
1, 8, 5
3, 7, 7
4, 5, 7
1, 6, 4
8, 0, 4
3, 4, 9
7, 2, 5
1, 9, 6
0, 6, 3
9, 4, 4
6, 7, 2
7, 1, 2
9, 7, 3
3, 5, 4
6, 4, 1
7, 0, 5
1, 0, 10
0, 1, 5
9, 5, 7
0, 3, 3
0, 9, 10
7, 3, 4
9, 0, 5
1, 3, 7
6, 1, 6
7, 5, 2
8, 2, 6
3, 6, 2
6, 9, 4
3, 1, 4
1, 7, 3
8, 4, 6
2, 5, 6
5, 7, 6
8, 5, 4
2, 8, 3
2, 9, 2
6, 8, 2
5, 4, 9
6, 2, 5
4, 3, 8
8, 9, 3
9, 1, 9
9, 2, 3
2, 3, 6
7, 9, 5
6, 0, 5
3, 8, 4
3, 2, 8
0, 2, 2
3, 9, 2
9, 3, 5
5, 6, 2
4, 7, 5
7, 4, 3
5, 1, 10
8, 6, 5
9, 6, 4
6, 3, 0
7, 6, 4
3, 0, 2
5, 0, 5
