self, opp, fightsavoided
7, 2, 9
8, 6, 2
2, 7, 2
9, 0, 1
9, 4, 8
0, 9, 3
0, 4, 3
3, 4, 3
6, 9, 5
2, 1, 0
5, 4, 9
4, 8, 11
6, 3, 5
9, 3, 2
0, 2, 5
5, 7, 4
7, 0, 12
2, 4, 6
3, 2, 8
6, 7, 1
4, 6, 4
8, 2, 5
8, 4, 8
1, 9, 6
8, 7, 0
2, 9, 4
9, 5, 2
2, 3, 5
0, 7, 2
5, 6, 2
6, 5, 8
5, 0, 5
6, 1, 3
4, 1, 4
1, 4, 2
6, 2, 12
5, 3, 14
0, 5, 3
3, 6, 2
4, 3, 7
6, 8, 16
3, 0, 10
9, 8, 3
9, 1, 1
1, 7, 10
5, 1, 0
2, 0, 6
3, 8, 6
7, 4, 8
6, 0, 5
7, 1, 2
5, 9, 0
1, 5, 2
4, 9, 5
8, 3, 7
7, 8, 5
5, 8, 5
1, 6, 0
6, 4, 10
7, 6, 4
7, 9, 9
9, 6, 3
0, 8, 9
5, 2, 14
8, 0, 4
2, 5, 3
7, 3, 4
9, 7, 0
1, 8, 6
8, 5, 4
2, 8, 6
4, 0, 3
0, 1, 3
0, 6, 4
4, 5, 0
2, 6, 1
0, 3, 6
1, 2, 8
3, 1, 1
7, 5, 3
8, 1, 0
1, 3, 12
3, 9, 8
9, 2, 4
3, 5, 5
1, 0, 13
8, 9, 5
3, 7, 0
4, 2, 5
4, 7, 5
