winner, loser, victorycount
9, 8, 8
3, 0, 7
6, 1, 2
1, 0, 5
4, 0, 6
4, 9, 4
3, 1, 3
5, 6, 9
5, 4, 1
3, 4, 2
8, 6, 2
2, 3, 4
4, 7, 12
6, 9, 3
8, 5, 8
0, 7, 2
4, 5, 12
3, 8, 0
4, 3, 8
9, 3, 12
1, 7, 6
1, 8, 7
6, 7, 2
3, 6, 2
7, 2, 4
5, 9, 3
7, 8, 3
1, 2, 4
0, 3, 6
7, 4, 3
2, 0, 8
7, 6, 7
6, 2, 3
5, 3, 6
7, 0, 3
9, 6, 13
6, 8, 1
2, 6, 7
0, 1, 0
9, 4, 5
8, 3, 9
9, 7, 9
1, 6, 6
6, 3, 1
2, 7, 8
8, 1, 10
2, 5, 4
2, 9, 3
8, 0, 4
0, 9, 0
7, 3, 0
2, 4, 3
9, 1, 7
1, 9, 6
6, 0, 2
5, 8, 1
0, 4, 0
0, 2, 4
4, 6, 16
6, 5, 1
0, 6, 4
9, 0, 14
3, 7, 4
1, 3, 8
5, 7, 7
5, 1, 6
8, 4, 5
1, 5, 8
8, 7, 3
5, 2, 0
5, 0, 3
4, 1, 6
7, 1, 5
6, 4, 1
2, 8, 6
8, 2, 8
3, 2, 0
0, 8, 1
0, 5, 4
7, 9, 4
4, 8, 6
3, 5, 4
3, 9, 0
1, 4, 3
9, 5, 18
2, 1, 7
8, 9, 3
9, 2, 8
7, 5, 2
4, 2, 5
