winner, loser, victorycount
0, 2, 8
9, 7, 2
1, 5, 14
6, 8, 2
4, 5, 8
5, 7, 4
2, 9, 2
6, 9, 1
8, 0, 4
2, 3, 8
0, 8, 6
7, 2, 2
4, 1, 7
3, 6, 5
4, 9, 3
5, 2, 4
7, 6, 14
6, 5, 1
7, 3, 14
8, 2, 1
0, 1, 3
0, 3, 12
2, 6, 4
5, 9, 4
1, 9, 4
4, 3, 6
7, 9, 7
3, 5, 4
5, 4, 4
9, 1, 3
6, 2, 2
7, 5, 3
9, 4, 3
1, 7, 5
8, 4, 6
2, 1, 5
2, 4, 1
8, 3, 4
3, 2, 6
6, 4, 3
4, 8, 17
9, 2, 3
3, 1, 4
7, 8, 6
8, 9, 3
1, 6, 11
1, 3, 7
2, 7, 1
6, 0, 1
4, 6, 14
5, 3, 4
1, 4, 15
9, 6, 3
7, 4, 8
9, 3, 2
8, 6, 5
9, 8, 4
8, 1, 4
8, 7, 3
8, 5, 4
0, 9, 7
5, 1, 4
5, 8, 3
7, 1, 3
4, 2, 6
1, 8, 9
2, 8, 3
6, 7, 1
3, 8, 1
4, 0, 8
9, 0, 2
1, 2, 15
5, 6, 2
6, 1, 0
1, 0, 6
3, 9, 3
5, 0, 1
3, 7, 2
2, 0, 1
7, 0, 8
0, 4, 3
4, 7, 5
0, 7, 6
9, 5, 4
0, 5, 6
3, 0, 4
3, 4, 2
0, 6, 11
6, 3, 2
2, 5, 5
