approaching, opponent, attackcount
1, 8, 4
0, 2, 4
0, 5, 5
5, 6, 9
5, 9, 8
6, 8, 3
6, 3, 4
4, 8, 6
9, 1, 10
1, 5, 4
4, 7, 6
0, 9, 3
9, 8, 8
1, 0, 2
7, 0, 3
3, 8, 1
3, 7, 4
0, 6, 5
2, 0, 5
8, 4, 4
5, 7, 2
2, 6, 4
6, 5, 5
6, 1, 6
3, 0, 4
6, 0, 5
7, 4, 4
8, 5, 4
7, 6, 5
5, 2, 8
9, 4, 5
6, 7, 2
4, 2, 14
2, 4, 7
3, 6, 6
7, 5, 6
5, 0, 8
5, 4, 4
2, 7, 3
3, 5, 5
1, 9, 3
0, 7, 8
4, 3, 6
9, 2, 3
1, 7, 6
2, 9, 5
4, 1, 6
9, 6, 5
5, 8, 9
3, 9, 5
7, 9, 8
0, 4, 2
5, 3, 3
9, 7, 2
8, 1, 3
1, 4, 7
3, 2, 5
3, 1, 9
2, 3, 3
8, 2, 3
5, 1, 7
9, 5, 7
1, 6, 1
9, 0, 5
6, 4, 5
4, 9, 3
1, 3, 6
2, 8, 6
8, 0, 7
6, 9, 8
0, 1, 6
0, 3, 13
8, 7, 3
8, 6, 5
2, 1, 2
9, 3, 4
0, 8, 2
1, 2, 4
8, 9, 3
4, 0, 5
7, 8, 3
4, 5, 3
7, 1, 4
7, 3, 3
2, 5, 5
8, 3, 4
6, 2, 5
7, 2, 5
4, 6, 2
3, 4, 8
