self, opp, fightsavoided
1, 3, 5
8, 6, 2
6, 3, 4
9, 4, 5
2, 3, 6
1, 8, 4
7, 4, 4
9, 7, 2
6, 4, 4
2, 5, 5
9, 8, 4
8, 2, 1
3, 8, 3
8, 3, 9
1, 9, 3
3, 6, 12
9, 0, 10
5, 3, 9
7, 3, 11
4, 2, 3
0, 6, 2
0, 3, 7
3, 9, 2
1, 2, 2
7, 5, 12
1, 4, 7
3, 7, 5
9, 3, 3
5, 6, 5
6, 1, 4
3, 0, 3
2, 7, 1
0, 9, 4
3, 5, 6
8, 5, 6
1, 7, 2
8, 1, 2
2, 9, 4
4, 7, 1
2, 4, 8
4, 5, 10
8, 7, 7
9, 1, 2
2, 6, 10
2, 1, 0
5, 0, 5
6, 5, 5
7, 0, 10
7, 6, 7
8, 4, 13
4, 1, 6
0, 8, 2
6, 8, 5
0, 5, 5
3, 1, 3
2, 8, 2
7, 1, 5
7, 8, 4
9, 5, 3
0, 7, 5
0, 1, 3
5, 4, 13
7, 2, 1
6, 7, 3
4, 8, 4
5, 1, 4
1, 0, 5
6, 9, 6
8, 0, 8
7, 9, 2
4, 9, 8
0, 4, 10
6, 2, 1
9, 6, 16
4, 3, 3
8, 9, 2
5, 9, 1
9, 2, 7
0, 2, 0
1, 6, 3
4, 0, 7
3, 2, 0
5, 2, 0
6, 0, 10
2, 0, 13
5, 7, 2
5, 8, 5
3, 4, 2
1, 5, 7
4, 6, 3
