self, opp, fightsavoided
8, 3, 11
4, 8, 2
5, 3, 7
0, 8, 7
4, 3, 10
7, 2, 9
4, 2, 8
7, 9, 2
0, 7, 1
4, 9, 1
7, 1, 0
9, 0, 3
5, 4, 13
2, 5, 6
0, 3, 6
3, 9, 1
5, 7, 3
6, 7, 6
5, 6, 6
8, 5, 5
3, 5, 7
4, 7, 6
2, 8, 5
0, 5, 5
3, 8, 6
4, 1, 1
9, 8, 3
6, 5, 11
8, 9, 1
2, 4, 14
2, 6, 4
7, 3, 13
5, 0, 2
8, 1, 2
4, 0, 0
1, 4, 8
7, 8, 2
4, 6, 4
0, 2, 5
3, 6, 5
4, 5, 8
3, 1, 2
9, 4, 5
5, 1, 5
1, 3, 5
7, 0, 2
8, 7, 4
8, 2, 13
9, 2, 7
7, 4, 6
1, 9, 4
3, 0, 3
3, 2, 6
3, 4, 10
9, 5, 6
1, 8, 5
5, 8, 6
0, 1, 1
0, 9, 3
2, 1, 4
1, 0, 3
8, 4, 8
6, 1, 0
6, 8, 5
7, 5, 5
9, 3, 5
5, 9, 1
6, 2, 8
2, 3, 10
6, 0, 9
6, 4, 6
5, 2, 10
1, 5, 2
8, 0, 2
1, 7, 2
1, 2, 5
9, 1, 3
8, 6, 5
6, 9, 3
2, 0, 1
6, 3, 6
2, 7, 5
3, 7, 4
1, 6, 2
0, 4, 2
9, 6, 7
0, 6, 6
9, 7, 4
2, 9, 1
7, 6, 4
