self, opp, fightsavoided
8, 5, 2
1, 5, 10
8, 9, 9
3, 4, 5
4, 2, 0
1, 2, 8
7, 5, 4
3, 2, 1
2, 4, 5
9, 4, 8
9, 8, 9
1, 4, 6
9, 1, 1
4, 7, 9
2, 6, 10
1, 8, 5
6, 5, 4
0, 6, 5
8, 7, 8
7, 3, 2
4, 9, 5
2, 8, 12
3, 5, 4
8, 3, 11
7, 9, 4
3, 7, 6
8, 2, 3
1, 0, 1
9, 7, 11
5, 4, 10
6, 8, 8
4, 8, 6
1, 9, 5
7, 6, 12
4, 3, 5
4, 6, 5
5, 0, 1
6, 7, 9
0, 1, 5
9, 2, 5
3, 1, 8
7, 2, 7
9, 5, 5
3, 9, 3
7, 0, 3
5, 7, 5
8, 1, 4
0, 3, 2
9, 3, 3
8, 4, 2
7, 8, 3
6, 0, 6
5, 8, 7
2, 9, 3
5, 1, 0
0, 4, 3
4, 0, 0
7, 4, 6
0, 7, 7
0, 8, 5
6, 9, 4
2, 7, 6
6, 4, 4
6, 3, 5
3, 8, 6
6, 2, 4
5, 9, 2
2, 0, 8
1, 7, 7
4, 5, 3
0, 5, 8
4, 1, 0
5, 6, 4
2, 5, 0
5, 3, 2
0, 9, 5
1, 3, 11
8, 6, 9
7, 1, 6
1, 6, 0
9, 0, 4
5, 2, 1
2, 3, 2
6, 1, 1
0, 2, 5
9, 6, 6
8, 0, 1
2, 1, 6
3, 0, 1
3, 6, 8
