winner, loser, victorycount
6, 4, 4
5, 2, 11
1, 3, 8
4, 9, 16
0, 6, 2
3, 9, 0
6, 9, 8
7, 6, 0
4, 2, 9
6, 7, 15
1, 2, 18
2, 1, 0
3, 7, 10
0, 9, 4
5, 4, 0
0, 5, 13
3, 5, 0
4, 7, 14
5, 6, 0
2, 0, 0
9, 3, 10
6, 5, 6
8, 7, 13
5, 9, 4
2, 9, 0
4, 8, 18
0, 4, 2
3, 6, 0
6, 2, 16
7, 5, 0
0, 1, 0
2, 3, 0
9, 6, 0
6, 8, 15
3, 2, 7
8, 0, 0
5, 7, 12
1, 9, 10
9, 8, 9
2, 6, 0
1, 0, 8
9, 5, 5
0, 8, 9
4, 6, 1
7, 0, 0
8, 6, 0
9, 0, 0
4, 0, 3
3, 0, 0
5, 1, 0
5, 0, 0
8, 9, 0
6, 3, 10
7, 4, 0
0, 7, 9
1, 5, 6
7, 3, 0
9, 7, 6
9, 2, 11
2, 5, 0
9, 4, 0
8, 3, 3
8, 1, 0
0, 2, 6
8, 5, 0
5, 8, 6
2, 4, 0
1, 4, 15
5, 3, 11
1, 6, 6
7, 8, 0
1, 8, 11
6, 1, 0
8, 4, 0
7, 9, 0
0, 3, 7
2, 8, 0
9, 1, 0
4, 5, 11
7, 2, 2
3, 1, 0
3, 4, 0
1, 7, 20
3, 8, 5
4, 3, 14
8, 2, 6
4, 1, 0
7, 1, 0
6, 0, 3
2, 7, 2
