winner, loser, victorycount
1, 9, 0
7, 6, 0
7, 8, 0
9, 7, 9
2, 9, 0
0, 7, 0
5, 0, 0
9, 0, 12
4, 2, 0
1, 4, 9
7, 9, 0
2, 4, 9
5, 3, 7
9, 1, 6
8, 7, 10
7, 5, 10
6, 5, 20
2, 7, 12
3, 5, 0
9, 4, 13
7, 2, 0
6, 9, 4
3, 7, 0
0, 6, 0
8, 1, 13
0, 2, 0
2, 8, 0
1, 8, 0
7, 4, 5
5, 9, 0
9, 8, 0
0, 9, 0
0, 8, 0
6, 3, 20
3, 1, 0
1, 3, 6
0, 3, 16
3, 8, 0
8, 3, 11
2, 6, 0
9, 3, 13
3, 6, 0
8, 5, 12
5, 4, 0
6, 1, 10
2, 5, 8
8, 9, 5
1, 6, 0
9, 6, 5
9, 5, 15
5, 8, 0
4, 0, 4
4, 9, 0
5, 6, 0
7, 0, 6
7, 1, 0
5, 2, 0
0, 5, 6
4, 5, 11
6, 2, 14
4, 8, 0
4, 7, 3
2, 0, 8
5, 7, 0
1, 5, 12
4, 1, 0
7, 3, 12
2, 3, 12
3, 9, 0
6, 0, 14
1, 0, 5
4, 3, 3
3, 4, 0
6, 7, 13
8, 2, 11
3, 0, 0
8, 6, 3
6, 4, 7
1, 7, 11
4, 6, 0
8, 4, 7
5, 1, 0
2, 1, 0
1, 2, 3
9, 2, 10
0, 4, 0
3, 2, 0
0, 1, 0
6, 8, 4
8, 0, 11
