winner, loser, victorycount
7, 9, 9
5, 8, 7
3, 1, 0
0, 7, 0
0, 1, 7
1, 6, 9
6, 0, 0
4, 5, 7
3, 7, 0
7, 0, 10
6, 9, 6
0, 6, 10
9, 1, 0
9, 3, 0
3, 2, 11
7, 4, 14
5, 7, 0
3, 4, 7
8, 0, 0
5, 9, 0
2, 8, 11
4, 0, 0
6, 4, 7
2, 9, 5
6, 8, 8
0, 5, 15
9, 6, 0
7, 3, 7
0, 2, 12
2, 1, 0
0, 3, 5
7, 6, 10
7, 8, 12
1, 7, 0
9, 2, 0
7, 2, 7
1, 3, 9
1, 9, 11
2, 0, 0
3, 6, 8
2, 3, 0
1, 0, 0
2, 7, 0
2, 6, 6
2, 5, 15
5, 3, 0
6, 3, 0
9, 5, 6
0, 4, 16
3, 8, 12
2, 4, 14
1, 2, 11
8, 9, 0
0, 9, 9
7, 5, 7
0, 8, 9
3, 9, 7
8, 3, 0
9, 4, 8
6, 5, 8
4, 3, 0
1, 4, 13
4, 7, 0
9, 8, 9
4, 9, 0
8, 2, 0
8, 5, 2
1, 5, 17
6, 1, 0
9, 0, 0
8, 7, 0
3, 0, 0
1, 8, 23
5, 4, 5
5, 2, 0
5, 1, 0
8, 4, 2
6, 2, 7
4, 6, 0
5, 6, 0
4, 1, 0
8, 6, 0
6, 7, 0
4, 2, 0
9, 7, 0
8, 1, 0
5, 0, 0
3, 5, 8
4, 8, 4
7, 1, 8
