approaching, opponent, attackcount
5, 3, 3
8, 6, 14
1, 6, 7
3, 1, 3
2, 1, 1
4, 6, 5
3, 0, 6
6, 1, 4
8, 7, 3
4, 2, 0
0, 1, 3
0, 2, 3
4, 0, 4
9, 5, 7
3, 4, 3
1, 9, 3
8, 9, 6
9, 6, 8
8, 0, 9
0, 4, 4
5, 9, 6
2, 9, 11
5, 6, 3
9, 8, 5
2, 3, 6
8, 1, 5
9, 2, 7
7, 9, 5
7, 3, 10
8, 2, 5
3, 7, 3
0, 8, 8
6, 5, 8
1, 4, 3
0, 9, 3
2, 0, 6
9, 4, 7
5, 0, 9
3, 9, 2
7, 6, 6
2, 8, 5
6, 4, 6
2, 6, 5
5, 7, 2
6, 7, 2
6, 3, 5
8, 3, 5
4, 3, 7
7, 4, 7
5, 1, 4
4, 5, 4
1, 8, 2
0, 5, 11
7, 8, 8
6, 2, 3
1, 0, 3
5, 4, 5
2, 5, 11
1, 7, 4
9, 7, 7
4, 7, 2
6, 8, 3
2, 7, 2
0, 6, 7
9, 3, 3
5, 2, 7
1, 2, 2
3, 5, 3
8, 5, 6
1, 5, 5
5, 8, 3
9, 0, 5
0, 7, 4
1, 3, 9
4, 8, 2
6, 9, 1
9, 1, 5
7, 2, 2
2, 4, 6
7, 5, 3
7, 1, 8
6, 0, 7
3, 6, 3
8, 4, 4
4, 1, 8
0, 3, 6
3, 2, 1
4, 9, 5
7, 0, 7
3, 8, 2
