approaching, opponent, attackcount
5, 8, 5
2, 5, 3
8, 4, 6
0, 6, 4
6, 4, 6
2, 6, 9
5, 6, 7
7, 4, 8
9, 3, 2
1, 4, 3
2, 3, 9
8, 3, 2
3, 7, 5
9, 8, 3
0, 7, 2
4, 3, 7
9, 4, 4
3, 9, 4
5, 7, 4
2, 7, 3
5, 1, 6
2, 0, 6
7, 2, 9
5, 2, 4
1, 9, 3
8, 5, 7
0, 4, 2
0, 8, 3
7, 1, 9
2, 4, 5
5, 0, 1
9, 6, 7
7, 8, 6
2, 9, 6
5, 9, 4
4, 5, 12
1, 6, 0
9, 0, 4
3, 1, 3
6, 3, 3
8, 7, 5
3, 8, 2
0, 3, 5
6, 7, 1
2, 1, 9
9, 1, 4
0, 2, 6
0, 1, 1
6, 8, 2
4, 0, 12
1, 3, 2
2, 8, 1
4, 1, 18
1, 5, 5
4, 9, 5
1, 2, 4
3, 6, 2
1, 0, 5
4, 7, 6
8, 1, 9
3, 4, 3
7, 0, 6
6, 1, 6
7, 9, 7
3, 5, 6
6, 2, 6
8, 6, 5
8, 0, 5
8, 2, 5
4, 6, 8
9, 7, 6
9, 5, 4
4, 8, 6
9, 2, 1
7, 3, 7
7, 6, 10
6, 0, 2
1, 8, 3
3, 0, 7
5, 4, 1
0, 5, 5
5, 3, 6
1, 7, 4
4, 2, 2
6, 9, 3
7, 5, 5
8, 9, 3
6, 5, 7
3, 2, 8
0, 9, 3
