winner, loser, victorycount
8, 2, 5
4, 5, 3
9, 8, 4
6, 0, 9
1, 3, 3
8, 4, 2
7, 8, 3
2, 3, 2
1, 4, 3
0, 1, 7
0, 2, 4
7, 1, 2
9, 2, 4
8, 3, 6
3, 1, 5
6, 8, 4
4, 9, 3
1, 0, 1
2, 5, 8
4, 1, 7
6, 3, 10
1, 6, 6
1, 7, 1
3, 0, 10
3, 5, 4
2, 4, 9
2, 9, 4
9, 7, 5
7, 5, 4
2, 0, 3
0, 4, 2
8, 0, 7
5, 0, 6
8, 7, 2
6, 5, 3
9, 5, 7
1, 5, 3
2, 1, 2
7, 6, 3
5, 8, 6
4, 0, 4
7, 2, 8
3, 7, 4
0, 3, 4
3, 2, 7
3, 6, 14
1, 8, 7
1, 2, 9
0, 9, 7
8, 5, 7
4, 6, 3
2, 8, 4
9, 3, 6
5, 7, 10
3, 4, 5
4, 8, 7
2, 6, 4
6, 4, 4
6, 9, 7
6, 1, 5
4, 3, 5
4, 2, 4
9, 1, 5
9, 6, 3
6, 2, 4
4, 7, 5
9, 0, 5
3, 8, 5
5, 3, 3
8, 1, 4
5, 6, 6
8, 9, 5
1, 9, 7
5, 2, 11
0, 7, 4
7, 9, 1
8, 6, 7
7, 3, 5
2, 7, 4
5, 1, 3
7, 4, 3
0, 6, 7
3, 9, 5
9, 4, 3
0, 5, 6
5, 9, 2
7, 0, 5
0, 8, 6
5, 4, 3
6, 7, 6
