winner, loser, victorycount
9, 1, 3
9, 8, 2
6, 2, 8
0, 5, 1
5, 4, 11
5, 6, 8
3, 7, 5
4, 7, 4
0, 9, 3
2, 0, 4
7, 6, 2
0, 4, 2
2, 1, 3
4, 5, 10
3, 2, 3
6, 9, 4
3, 9, 3
6, 7, 1
1, 5, 6
9, 2, 5
2, 5, 2
4, 1, 3
4, 6, 6
6, 5, 4
3, 5, 8
3, 6, 12
3, 1, 5
9, 6, 3
8, 9, 6
8, 2, 8
5, 1, 5
2, 8, 8
9, 3, 3
8, 5, 1
7, 9, 8
4, 2, 3
2, 4, 2
5, 0, 5
1, 3, 6
2, 7, 0
5, 7, 6
7, 3, 7
6, 4, 5
3, 4, 7
1, 4, 6
9, 7, 4
8, 7, 10
6, 0, 4
7, 1, 5
2, 9, 3
1, 0, 10
7, 5, 4
0, 2, 5
8, 0, 4
5, 8, 3
9, 0, 2
5, 9, 4
6, 8, 3
5, 3, 5
0, 3, 4
1, 2, 7
8, 1, 3
4, 9, 4
0, 6, 7
0, 1, 7
7, 4, 7
7, 8, 6
8, 3, 4
0, 7, 4
7, 0, 7
3, 0, 7
2, 6, 5
4, 8, 2
9, 4, 2
6, 3, 3
0, 8, 2
1, 8, 5
7, 2, 13
8, 4, 4
3, 8, 8
4, 0, 3
1, 6, 7
5, 2, 9
1, 9, 9
2, 3, 8
4, 3, 3
1, 7, 7
6, 1, 4
9, 5, 2
8, 6, 4
