self, opp, fightsavoided
9, 1, 1
3, 0, 5
7, 0, 5
0, 3, 8
1, 8, 1
0, 2, 2
7, 4, 3
4, 3, 8
0, 4, 2
8, 4, 0
4, 9, 1
8, 2, 1
2, 0, 5
0, 7, 4
9, 6, 11
8, 5, 10
6, 0, 5
7, 5, 12
6, 8, 5
3, 9, 2
6, 7, 9
0, 6, 18
2, 1, 2
4, 6, 16
2, 3, 10
5, 9, 0
5, 6, 11
7, 2, 1
4, 1, 1
5, 7, 6
9, 7, 11
3, 7, 10
9, 0, 7
4, 2, 4
9, 2, 2
0, 5, 10
8, 7, 12
6, 5, 6
8, 6, 16
7, 3, 7
3, 6, 15
7, 6, 10
9, 8, 3
6, 1, 1
2, 8, 5
1, 9, 2
8, 0, 7
5, 1, 2
9, 4, 0
5, 0, 1
0, 8, 3
9, 5, 11
4, 5, 12
3, 1, 0
4, 0, 1
3, 2, 0
2, 9, 2
6, 4, 1
5, 4, 4
2, 6, 13
1, 3, 8
5, 3, 6
1, 2, 1
0, 1, 0
7, 8, 0
3, 5, 7
8, 3, 9
2, 7, 11
3, 4, 0
8, 9, 4
1, 4, 0
1, 7, 6
1, 5, 5
6, 3, 12
8, 1, 0
4, 8, 2
5, 2, 4
5, 8, 4
6, 2, 0
6, 9, 1
7, 9, 1
0, 9, 1
1, 0, 3
1, 6, 3
7, 1, 0
2, 4, 0
9, 3, 5
4, 7, 2
2, 5, 10
3, 8, 2
