winner, loser, victorycount
5, 4, 7
9, 6, 2
2, 7, 7
1, 3, 10
5, 6, 5
9, 7, 7
3, 0, 10
9, 4, 3
7, 5, 2
8, 0, 5
2, 4, 5
5, 7, 6
6, 1, 5
9, 1, 2
8, 7, 4
0, 5, 5
2, 1, 5
5, 0, 7
4, 5, 4
9, 8, 2
3, 5, 3
7, 9, 3
5, 1, 11
0, 9, 3
0, 8, 4
6, 7, 3
8, 3, 8
4, 9, 10
4, 6, 6
2, 9, 7
4, 0, 7
1, 9, 8
9, 5, 4
6, 3, 6
0, 6, 1
3, 7, 4
7, 4, 8
4, 7, 3
5, 8, 5
3, 6, 4
5, 2, 4
4, 8, 4
2, 5, 8
6, 8, 6
8, 6, 6
4, 1, 8
1, 0, 6
0, 2, 4
6, 4, 2
7, 6, 1
8, 5, 6
2, 3, 7
0, 7, 2
9, 2, 5
3, 4, 2
3, 1, 4
1, 5, 1
7, 1, 4
1, 2, 1
7, 0, 11
4, 2, 5
0, 4, 0
2, 6, 5
9, 3, 5
8, 9, 16
2, 0, 8
1, 6, 4
3, 9, 4
8, 1, 5
2, 8, 2
8, 4, 8
7, 8, 4
5, 3, 11
4, 3, 7
1, 7, 5
1, 4, 3
8, 2, 4
0, 3, 1
6, 0, 5
0, 1, 0
3, 2, 4
7, 2, 9
6, 2, 1
6, 5, 3
3, 8, 1
5, 9, 9
6, 9, 9
9, 0, 1
1, 8, 3
7, 3, 5
