winner, loser, victorycount
6, 4, 8
9, 2, 4
0, 1, 12
1, 6, 2
1, 4, 2
7, 8, 5
9, 6, 3
2, 6, 4
4, 1, 2
0, 6, 5
7, 4, 13
4, 5, 4
2, 0, 6
6, 0, 9
3, 4, 1
9, 5, 5
3, 1, 3
3, 9, 1
9, 8, 5
8, 0, 5
5, 9, 10
0, 8, 3
8, 2, 9
3, 8, 4
2, 9, 6
5, 7, 4
2, 3, 7
9, 4, 4
6, 5, 0
4, 3, 1
4, 0, 10
4, 8, 1
8, 7, 6
3, 2, 2
8, 1, 3
9, 1, 7
6, 8, 1
7, 2, 6
7, 9, 7
7, 3, 10
1, 7, 1
7, 1, 6
3, 7, 0
8, 6, 8
4, 2, 4
7, 5, 4
6, 2, 7
6, 7, 6
2, 4, 3
4, 7, 0
1, 9, 2
5, 3, 8
4, 6, 5
5, 8, 3
0, 4, 13
3, 6, 4
0, 9, 4
2, 8, 4
5, 0, 3
1, 5, 4
8, 5, 6
0, 7, 6
8, 3, 7
8, 9, 7
2, 7, 5
2, 5, 4
8, 4, 7
4, 9, 1
6, 1, 8
9, 0, 8
7, 6, 9
5, 4, 7
0, 2, 6
2, 1, 7
3, 5, 4
5, 1, 11
0, 5, 3
5, 6, 7
6, 3, 2
0, 3, 11
9, 3, 5
1, 2, 2
9, 7, 4
1, 0, 2
1, 8, 3
1, 3, 2
5, 2, 6
6, 9, 3
3, 0, 2
7, 0, 6
