winner, loser, victorycount
4, 7, 5
6, 5, 3
7, 2, 5
5, 7, 5
7, 9, 10
1, 6, 4
5, 9, 8
9, 5, 3
4, 1, 4
6, 0, 4
5, 6, 4
6, 4, 5
8, 6, 5
0, 2, 8
8, 2, 4
5, 1, 13
0, 7, 6
9, 4, 3
1, 3, 3
3, 1, 5
2, 3, 8
5, 8, 8
4, 8, 2
0, 6, 4
3, 9, 4
6, 8, 5
7, 1, 9
1, 2, 5
2, 0, 10
6, 9, 8
0, 9, 11
1, 8, 3
1, 7, 4
3, 2, 7
3, 0, 4
7, 5, 9
2, 5, 7
5, 2, 2
8, 3, 5
1, 5, 0
1, 0, 1
1, 9, 2
7, 8, 3
9, 6, 3
8, 5, 5
3, 7, 0
8, 1, 5
3, 6, 6
6, 7, 5
7, 0, 2
9, 7, 3
7, 3, 6
9, 8, 3
5, 3, 5
3, 8, 3
2, 1, 9
9, 3, 3
3, 5, 6
9, 1, 4
0, 5, 4
8, 7, 1
2, 8, 3
0, 1, 8
8, 0, 3
5, 0, 4
4, 0, 1
4, 5, 3
4, 2, 3
2, 4, 10
1, 4, 1
9, 0, 5
4, 9, 8
2, 7, 6
2, 6, 2
7, 6, 2
0, 3, 7
2, 9, 5
6, 1, 12
7, 4, 9
8, 4, 5
4, 3, 5
6, 3, 6
0, 8, 4
4, 6, 6
0, 4, 9
9, 2, 2
8, 9, 9
6, 2, 1
5, 4, 5
3, 4, 6
