approaching, opponent, attackcount
7, 3, 3
9, 2, 11
5, 8, 2
8, 6, 4
2, 5, 16
9, 7, 4
1, 4, 4
3, 1, 4
8, 4, 3
5, 2, 6
7, 2, 4
7, 9, 2
4, 7, 1
9, 6, 6
4, 6, 4
3, 6, 5
0, 9, 6
3, 2, 7
9, 0, 3
2, 8, 9
7, 6, 3
6, 4, 7
5, 0, 5
1, 3, 5
2, 4, 13
2, 0, 8
6, 9, 12
3, 4, 6
4, 3, 2
8, 3, 2
0, 7, 8
8, 2, 10
2, 6, 10
8, 5, 7
3, 9, 1
2, 7, 11
5, 9, 2
6, 7, 5
0, 6, 3
5, 3, 4
7, 4, 3
5, 4, 1
1, 9, 3
0, 1, 5
8, 1, 8
9, 1, 5
5, 1, 1
8, 7, 4
1, 6, 4
1, 7, 4
4, 9, 2
0, 3, 7
1, 2, 6
6, 2, 7
6, 8, 2
2, 1, 7
3, 0, 10
5, 6, 5
3, 7, 5
4, 5, 3
4, 1, 4
4, 8, 1
0, 4, 5
7, 5, 4
6, 5, 9
5, 7, 2
3, 5, 1
3, 8, 5
1, 0, 5
0, 5, 4
9, 4, 5
4, 2, 5
6, 0, 7
8, 9, 4
1, 5, 1
2, 9, 16
9, 3, 6
0, 2, 3
9, 8, 7
4, 0, 4
6, 3, 0
7, 1, 2
6, 1, 4
7, 8, 2
8, 0, 2
9, 5, 3
7, 0, 0
2, 3, 17
1, 8, 0
0, 8, 2
