approaching, opponent, attackcount
5, 7, 5
9, 6, 3
8, 9, 8
1, 3, 9
8, 6, 5
4, 0, 6
7, 3, 5
2, 3, 4
5, 1, 14
1, 8, 16
5, 4, 9
9, 3, 6
0, 9, 6
9, 4, 6
0, 4, 6
4, 5, 10
1, 0, 6
0, 3, 5
5, 9, 4
3, 8, 4
0, 7, 3
9, 1, 3
4, 2, 5
5, 2, 10
6, 1, 2
1, 7, 6
1, 6, 7
7, 2, 2
6, 9, 8
4, 6, 2
3, 2, 0
4, 7, 3
4, 1, 4
6, 5, 3
8, 2, 6
2, 5, 3
1, 5, 13
0, 1, 8
7, 5, 4
3, 9, 3
0, 2, 1
6, 7, 1
8, 7, 7
1, 9, 8
2, 4, 1
2, 0, 2
2, 7, 8
6, 2, 3
9, 0, 4
1, 4, 4
7, 1, 3
3, 0, 5
2, 9, 2
3, 6, 3
5, 3, 3
0, 5, 6
1, 2, 10
5, 0, 8
8, 4, 5
9, 8, 3
9, 7, 3
8, 1, 10
6, 3, 1
4, 3, 5
2, 8, 0
6, 4, 3
2, 1, 3
3, 4, 2
6, 0, 1
9, 5, 5
8, 0, 13
4, 8, 4
2, 6, 3
5, 6, 8
7, 0, 4
4, 9, 1
3, 1, 6
0, 6, 5
6, 8, 3
7, 4, 0
8, 3, 9
7, 6, 2
7, 9, 2
0, 8, 3
7, 8, 4
8, 5, 11
5, 8, 10
3, 7, 1
9, 2, 5
3, 5, 5
