winner, loser, victorycount
2, 8, 3
4, 8, 6
9, 7, 7
5, 1, 4
2, 3, 6
4, 2, 3
5, 9, 2
7, 6, 3
5, 2, 2
2, 1, 8
4, 1, 9
0, 3, 3
1, 2, 11
6, 2, 5
6, 3, 4
9, 4, 7
3, 7, 4
1, 0, 11
6, 9, 5
7, 1, 3
1, 8, 6
5, 0, 5
4, 7, 8
2, 7, 3
9, 2, 5
7, 3, 1
8, 4, 4
1, 9, 4
4, 5, 3
0, 1, 7
6, 5, 8
3, 0, 6
8, 6, 1
5, 7, 3
4, 6, 3
5, 4, 8
4, 3, 3
0, 5, 3
7, 8, 3
9, 3, 5
6, 8, 2
3, 4, 4
7, 5, 4
3, 5, 6
3, 9, 4
8, 5, 3
8, 2, 6
4, 0, 4
0, 8, 3
9, 8, 4
6, 4, 3
2, 9, 4
9, 5, 9
0, 7, 4
2, 0, 4
6, 0, 5
1, 3, 13
3, 6, 4
6, 1, 5
2, 4, 7
0, 9, 4
4, 9, 9
5, 6, 4
3, 8, 8
9, 6, 3
3, 1, 5
1, 4, 12
8, 9, 8
1, 6, 5
1, 7, 4
7, 4, 2
8, 3, 5
8, 7, 4
0, 2, 6
2, 6, 3
9, 0, 10
7, 9, 4
5, 3, 4
7, 2, 4
0, 6, 1
5, 8, 6
1, 5, 5
7, 0, 3
2, 5, 9
6, 7, 5
0, 4, 1
3, 2, 9
8, 0, 5
8, 1, 6
9, 1, 3
