winner, loser, victorycount
2, 1, 7
3, 4, 5
8, 9, 8
6, 5, 6
3, 7, 4
1, 3, 4
9, 1, 2
1, 4, 3
5, 7, 10
3, 0, 4
3, 8, 4
2, 4, 3
3, 2, 6
8, 3, 5
9, 7, 3
1, 0, 4
3, 9, 5
9, 2, 3
2, 9, 6
2, 0, 0
6, 3, 9
9, 0, 7
6, 4, 4
2, 8, 3
5, 3, 3
2, 5, 4
0, 2, 3
0, 4, 7
4, 2, 8
4, 3, 1
0, 1, 5
7, 3, 9
9, 8, 4
6, 2, 4
4, 6, 4
6, 1, 2
5, 4, 8
1, 5, 11
0, 6, 8
3, 6, 3
0, 8, 8
4, 0, 11
0, 7, 3
5, 1, 6
7, 5, 7
1, 7, 6
9, 3, 2
6, 8, 10
2, 7, 6
7, 6, 5
9, 5, 3
6, 0, 8
9, 6, 5
7, 2, 4
8, 2, 2
7, 9, 5
1, 8, 1
4, 5, 3
5, 2, 5
1, 6, 3
7, 0, 11
5, 9, 9
6, 7, 5
8, 5, 2
1, 2, 2
5, 6, 9
6, 9, 5
8, 4, 5
3, 1, 5
8, 0, 4
8, 7, 8
8, 1, 4
7, 1, 3
4, 8, 3
4, 1, 4
4, 9, 3
5, 0, 3
2, 3, 5
7, 8, 4
1, 9, 5
3, 5, 6
0, 3, 3
8, 6, 8
5, 8, 6
4, 7, 6
2, 6, 4
9, 4, 2
0, 5, 9
0, 9, 3
7, 4, 2
