winner, loser, victorycount
8, 5, 2
7, 0, 0
2, 4, 0
6, 4, 3
7, 6, 3
5, 6, 12
9, 6, 5
6, 9, 8
4, 6, 8
6, 7, 8
8, 2, 0
1, 6, 12
3, 6, 4
1, 9, 9
8, 6, 2
4, 3, 13
6, 8, 1
7, 5, 3
0, 7, 11
4, 8, 8
6, 3, 2
8, 4, 6
7, 3, 3
9, 5, 4
0, 4, 3
3, 4, 5
7, 4, 1
4, 1, 2
9, 0, 2
2, 5, 1
0, 1, 1
0, 3, 10
7, 1, 0
5, 4, 2
6, 1, 1
0, 9, 10
4, 5, 1
0, 5, 0
5, 2, 3
8, 3, 2
5, 1, 1
6, 5, 3
4, 7, 11
4, 9, 11
7, 8, 3
1, 3, 15
1, 0, 2
2, 6, 6
3, 7, 9
4, 0, 2
8, 7, 1
2, 7, 9
5, 8, 12
1, 5, 2
7, 9, 2
0, 2, 0
7, 2, 0
2, 0, 1
2, 8, 13
5, 0, 0
1, 4, 5
1, 7, 20
1, 2, 1
9, 8, 5
5, 9, 10
6, 0, 2
3, 2, 1
3, 9, 4
0, 6, 11
8, 1, 0
2, 1, 2
9, 3, 9
8, 0, 2
4, 2, 1
5, 3, 8
3, 8, 4
1, 8, 18
3, 0, 1
8, 9, 6
2, 3, 12
9, 7, 3
9, 4, 2
9, 1, 3
0, 8, 10
6, 2, 6
3, 5, 3
9, 2, 2
2, 9, 13
5, 7, 12
3, 1, 0
