winner, loser, victorycount
3, 0, 3
8, 0, 3
9, 8, 8
9, 3, 7
1, 5, 17
8, 5, 6
5, 2, 5
4, 8, 16
5, 3, 5
2, 6, 1
4, 5, 17
0, 8, 22
5, 0, 2
7, 3, 8
0, 1, 4
5, 7, 2
3, 2, 1
3, 7, 1
5, 1, 4
4, 3, 5
0, 4, 2
6, 8, 15
8, 1, 4
4, 2, 2
8, 6, 3
4, 7, 1
6, 1, 2
1, 4, 0
6, 5, 21
6, 4, 0
3, 6, 2
6, 3, 7
7, 0, 1
2, 5, 13
9, 5, 21
4, 0, 3
1, 0, 3
7, 5, 26
4, 1, 2
9, 2, 2
7, 8, 20
7, 1, 3
5, 8, 2
2, 4, 3
9, 7, 1
9, 0, 2
1, 2, 3
0, 9, 0
1, 9, 2
1, 3, 4
7, 4, 4
1, 6, 2
8, 4, 4
5, 9, 4
2, 8, 9
5, 4, 0
0, 7, 1
3, 8, 8
6, 9, 2
8, 3, 5
6, 7, 2
9, 6, 1
6, 2, 4
8, 7, 1
2, 9, 3
0, 3, 2
3, 9, 1
1, 7, 1
3, 5, 13
7, 9, 3
0, 5, 20
1, 8, 13
3, 1, 4
2, 0, 2
0, 6, 1
9, 1, 0
5, 6, 2
6, 0, 1
0, 2, 5
2, 7, 0
7, 6, 2
2, 1, 2
7, 2, 3
2, 3, 4
4, 9, 3
3, 4, 2
4, 6, 6
9, 4, 1
8, 2, 1
8, 9, 1
