approaching, opponent, attackcount
8, 3, 6
7, 2, 4
5, 4, 4
8, 1, 2
1, 9, 7
2, 0, 3
5, 7, 3
4, 7, 7
9, 5, 7
0, 9, 3
9, 4, 2
7, 6, 4
6, 0, 1
4, 5, 8
6, 3, 3
7, 3, 10
9, 8, 7
0, 4, 2
8, 5, 3
6, 8, 2
0, 8, 12
8, 2, 5
1, 7, 5
5, 1, 0
0, 7, 6
6, 1, 3
5, 6, 2
2, 8, 21
4, 0, 2
9, 7, 5
7, 1, 7
2, 7, 7
3, 1, 1
7, 9, 3
4, 3, 11
7, 4, 4
3, 0, 1
3, 9, 2
6, 7, 1
9, 0, 3
9, 1, 4
9, 6, 4
3, 7, 4
7, 5, 4
3, 4, 4
7, 0, 3
4, 1, 3
1, 5, 2
9, 2, 4
5, 0, 3
1, 8, 8
4, 2, 2
0, 5, 7
0, 1, 3
3, 8, 4
3, 5, 6
3, 2, 3
6, 9, 5
3, 6, 3
8, 6, 2
4, 9, 9
8, 4, 2
1, 4, 3
5, 9, 5
2, 3, 7
7, 8, 12
1, 2, 4
0, 6, 14
6, 5, 2
4, 8, 6
1, 6, 10
0, 3, 9
2, 6, 11
2, 5, 2
5, 2, 4
1, 0, 6
2, 4, 1
6, 4, 8
8, 9, 1
6, 2, 5
5, 3, 9
0, 2, 4
8, 0, 3
4, 6, 6
2, 9, 8
1, 3, 8
9, 3, 8
5, 8, 10
8, 7, 1
2, 1, 5
