approaching, opponent, attackcount
5, 3, 2
4, 3, 7
1, 4, 3
9, 1, 3
3, 4, 6
3, 9, 9
5, 8, 6
6, 0, 4
7, 6, 9
7, 0, 2
4, 5, 4
1, 0, 2
1, 3, 4
8, 5, 6
5, 0, 2
0, 6, 0
0, 3, 2
9, 7, 5
2, 6, 4
8, 1, 7
2, 0, 5
9, 6, 9
9, 4, 6
3, 6, 6
6, 7, 5
4, 9, 6
3, 1, 7
4, 7, 6
3, 8, 9
5, 4, 3
1, 5, 4
6, 4, 3
1, 6, 3
1, 9, 2
8, 9, 6
5, 2, 2
2, 4, 2
7, 5, 13
6, 9, 6
8, 3, 2
9, 5, 4
2, 1, 4
5, 9, 1
4, 0, 13
1, 2, 2
2, 3, 7
8, 0, 2
0, 2, 3
0, 4, 10
0, 9, 6
6, 2, 1
2, 9, 6
3, 2, 6
7, 2, 3
6, 3, 4
5, 7, 2
7, 4, 3
5, 1, 1
8, 6, 4
0, 1, 8
8, 7, 1
4, 2, 6
9, 2, 8
8, 4, 1
9, 8, 7
0, 7, 5
3, 5, 4
6, 1, 8
3, 7, 5
1, 7, 3
5, 6, 3
7, 9, 3
0, 8, 6
7, 8, 7
7, 1, 6
2, 7, 5
1, 8, 1
2, 5, 6
6, 8, 2
8, 2, 8
9, 3, 16
3, 0, 8
4, 6, 9
7, 3, 5
4, 8, 1
0, 5, 11
6, 5, 2
2, 8, 11
4, 1, 8
9, 0, 2
