approaching, opponent, attackcount
8, 0, 3
2, 6, 2
9, 4, 7
5, 3, 5
3, 8, 9
5, 4, 3
5, 7, 6
2, 1, 4
4, 6, 7
1, 2, 7
2, 7, 6
0, 7, 4
8, 4, 3
7, 1, 4
1, 4, 6
1, 6, 7
7, 2, 6
2, 8, 7
8, 1, 9
0, 3, 7
1, 5, 10
4, 3, 2
4, 0, 5
3, 6, 11
0, 2, 8
9, 1, 4
2, 4, 6
4, 7, 7
8, 6, 2
9, 8, 4
5, 1, 3
1, 9, 6
5, 8, 0
7, 8, 10
7, 5, 6
9, 0, 1
9, 5, 2
3, 0, 7
6, 9, 1
0, 6, 5
5, 0, 3
7, 9, 5
7, 4, 3
3, 2, 5
8, 7, 7
4, 8, 10
3, 4, 4
0, 8, 7
6, 4, 4
6, 3, 2
6, 7, 1
8, 9, 4
0, 9, 8
1, 8, 6
9, 6, 2
3, 9, 3
6, 8, 5
2, 9, 9
7, 6, 3
3, 1, 6
8, 3, 4
4, 5, 6
5, 6, 4
9, 7, 0
5, 2, 2
9, 2, 3
7, 3, 1
8, 5, 2
1, 0, 6
4, 2, 5
4, 9, 3
3, 7, 5
6, 1, 4
2, 3, 11
8, 2, 7
0, 4, 9
5, 9, 1
9, 3, 5
2, 5, 6
0, 5, 6
6, 2, 3
4, 1, 4
1, 7, 9
3, 5, 7
2, 0, 8
7, 0, 3
0, 1, 6
1, 3, 6
6, 0, 4
6, 5, 1
