self, opp, fightsavoided
3, 1, 5
6, 0, 7
8, 2, 6
0, 4, 4
1, 5, 4
5, 0, 1
0, 2, 6
7, 0, 7
0, 6, 5
6, 8, 3
2, 3, 4
9, 2, 7
8, 9, 3
3, 5, 3
6, 1, 2
8, 3, 4
0, 1, 5
5, 3, 4
6, 9, 3
3, 6, 5
5, 7, 5
3, 9, 3
9, 5, 4
1, 0, 6
6, 7, 8
7, 8, 7
2, 1, 4
8, 0, 8
1, 6, 7
3, 2, 11
9, 6, 5
4, 6, 9
9, 7, 3
9, 8, 5
5, 4, 4
0, 5, 4
9, 1, 1
2, 8, 7
5, 9, 8
5, 1, 10
8, 7, 6
2, 6, 6
4, 0, 6
8, 1, 3
3, 7, 6
8, 4, 10
4, 3, 3
3, 8, 7
0, 3, 9
7, 9, 5
7, 4, 5
5, 8, 4
1, 7, 4
1, 4, 1
2, 0, 8
4, 8, 9
1, 9, 2
3, 0, 8
4, 2, 7
4, 5, 8
2, 5, 5
0, 7, 3
1, 8, 3
6, 2, 3
9, 0, 3
8, 5, 4
7, 5, 2
5, 2, 4
4, 9, 4
7, 2, 6
1, 3, 1
5, 6, 3
4, 1, 3
2, 4, 8
6, 5, 6
1, 2, 7
9, 3, 4
0, 8, 0
7, 6, 3
6, 4, 7
6, 3, 4
7, 1, 6
4, 7, 2
2, 7, 7
7, 3, 4
2, 9, 5
8, 6, 8
0, 9, 6
9, 4, 3
3, 4, 2
