self, opp, fightsavoided
4, 3, 4
7, 3, 5
6, 7, 7
5, 3, 2
2, 9, 4
6, 0, 13
2, 5, 1
6, 3, 5
1, 5, 5
5, 2, 4
2, 4, 5
0, 3, 3
1, 4, 1
0, 8, 2
3, 2, 4
1, 3, 0
0, 9, 4
7, 9, 3
2, 6, 4
5, 8, 2
1, 0, 5
2, 0, 12
8, 4, 1
8, 9, 8
7, 0, 10
1, 2, 4
2, 8, 5
9, 7, 4
0, 7, 11
7, 4, 6
3, 9, 4
8, 3, 6
9, 1, 8
5, 6, 3
0, 1, 5
7, 1, 7
6, 8, 2
3, 8, 6
8, 2, 2
5, 1, 7
4, 7, 3
9, 3, 5
9, 8, 3
2, 7, 1
2, 1, 4
4, 9, 1
0, 4, 8
9, 4, 3
4, 1, 5
8, 5, 7
7, 2, 7
8, 7, 7
3, 4, 1
9, 2, 7
4, 5, 4
0, 5, 3
6, 5, 4
6, 1, 13
7, 5, 3
8, 0, 4
8, 1, 6
7, 8, 3
9, 5, 4
6, 4, 4
1, 6, 4
6, 9, 8
0, 6, 13
4, 6, 5
5, 4, 6
1, 7, 10
1, 8, 9
4, 8, 7
8, 6, 3
3, 1, 1
6, 2, 0
0, 2, 4
3, 0, 2
5, 7, 4
3, 6, 8
9, 6, 5
5, 9, 4
7, 6, 1
4, 0, 7
1, 9, 5
3, 5, 12
4, 2, 12
3, 7, 3
2, 3, 5
9, 0, 6
5, 0, 2
