self, opp, fightsavoided
3, 1, 9
9, 8, 5
7, 1, 0
0, 9, 6
1, 4, 5
2, 0, 7
6, 5, 2
1, 9, 2
3, 2, 12
6, 0, 8
5, 8, 8
9, 3, 9
2, 8, 7
5, 6, 7
7, 8, 0
4, 1, 9
1, 5, 0
0, 5, 13
5, 3, 4
9, 1, 8
7, 4, 0
0, 3, 3
4, 3, 2
5, 7, 11
5, 1, 4
4, 6, 4
3, 6, 9
1, 8, 4
2, 6, 10
6, 8, 4
6, 3, 6
2, 3, 1
9, 6, 12
2, 7, 6
7, 6, 0
1, 2, 2
6, 9, 6
5, 4, 7
1, 7, 4
0, 8, 2
7, 3, 0
8, 5, 6
5, 0, 17
0, 1, 9
6, 4, 0
2, 5, 6
9, 7, 4
8, 3, 4
3, 0, 2
0, 7, 4
0, 4, 7
8, 9, 2
0, 2, 4
5, 2, 8
3, 9, 6
4, 5, 8
1, 6, 3
4, 8, 4
6, 2, 6
9, 5, 3
7, 5, 0
4, 0, 7
4, 2, 9
5, 9, 1
9, 0, 6
2, 9, 1
8, 7, 7
3, 8, 2
7, 2, 0
0, 6, 3
1, 0, 5
4, 9, 8
4, 7, 2
8, 4, 2
2, 4, 4
6, 1, 7
9, 2, 2
9, 4, 6
7, 9, 0
3, 4, 6
1, 3, 4
8, 0, 2
8, 6, 8
2, 1, 7
8, 1, 4
3, 5, 10
6, 7, 3
7, 0, 0
8, 2, 4
3, 7, 10
