winner, loser, victorycount
2, 1, 6
3, 5, 6
3, 6, 2
2, 8, 2
9, 0, 4
2, 7, 1
5, 9, 8
9, 7, 4
7, 9, 6
3, 8, 8
1, 6, 10
8, 7, 2
2, 3, 2
8, 3, 12
4, 0, 8
5, 6, 1
2, 5, 6
1, 4, 5
3, 4, 6
4, 7, 1
1, 0, 4
7, 4, 1
1, 9, 3
8, 0, 9
9, 3, 5
5, 7, 5
8, 9, 5
4, 9, 5
9, 5, 11
3, 7, 3
7, 6, 3
3, 1, 2
0, 4, 2
6, 2, 5
3, 0, 9
2, 9, 7
0, 1, 5
9, 1, 7
7, 3, 5
4, 1, 4
1, 8, 4
9, 8, 5
4, 8, 1
4, 3, 9
7, 8, 7
6, 3, 0
1, 2, 4
6, 0, 11
0, 3, 6
9, 4, 4
4, 6, 6
7, 2, 5
7, 5, 10
6, 4, 3
2, 4, 5
3, 9, 7
1, 5, 8
6, 8, 3
6, 1, 2
6, 9, 6
5, 1, 4
2, 0, 7
8, 2, 4
1, 3, 9
9, 2, 4
9, 6, 2
0, 9, 8
0, 8, 5
8, 5, 5
8, 6, 2
0, 6, 10
8, 4, 6
0, 5, 2
3, 2, 9
0, 2, 3
4, 2, 6
5, 3, 5
7, 1, 5
4, 5, 4
6, 5, 3
2, 6, 9
8, 1, 4
1, 7, 5
5, 2, 4
6, 7, 3
7, 0, 3
5, 4, 3
5, 0, 2
0, 7, 2
5, 8, 7
